Year,State,District,People,AvgSyllabicCount
1987,Himachal Pradesh,Mandi,10806,1.912
1987,Himachal Pradesh,Shimla,9240,1.994
1987,Himachal Pradesh,Sirmaur,5158,2.104
1987,Himachal Pradesh,Solan,5809,2.018
1987,Himachal Pradesh,Una,5455,2.105
1987,Madhya Pradesh,Agar Malwa,5173,2.184
1987,Madhya Pradesh,Alirajpur,5034,1.957
1987,Madhya Pradesh,Anuppur,17736,2.325
1987,Madhya Pradesh,Ashoknagar,14702,2.217
1987,Madhya Pradesh,Balaghat,41579,2.334
1987,Madhya Pradesh,Barwani,24322,2.152
1987,Madhya Pradesh,Betul,32062,2.24
1987,Madhya Pradesh,Bhind,23132,2.17
1987,Madhya Pradesh,Bhopal,53799,2.215
1987,Madhya Pradesh,Burhanpur,14051,2.301
1987,Madhya Pradesh,Chhatarpur,13600,2.228
1987,Madhya Pradesh,Chhindwara,43446,2.445
1987,Madhya Pradesh,Damoh,24177,2.358
1987,Madhya Pradesh,Datia,10523,2.279
1987,Madhya Pradesh,Dewas,17223,2.135
1987,Madhya Pradesh,Dhar,30463,2.079
1987,Madhya Pradesh,Dindori,7018,2.273
1987,Madhya Pradesh,Guna,20222,2.225
1987,Madhya Pradesh,Gwalior,22171,2.225
1987,Madhya Pradesh,Harda,11817,2.298
1987,Madhya Pradesh,Hoshangabad,22115,2.299
1987,Madhya Pradesh,Indore,65551,2.133
1987,Madhya Pradesh,Jabalpur,35047,2.163
1987,Madhya Pradesh,Jhabua,18341,1.909
1987,Madhya Pradesh,Katni,24904,2.065
1987,Madhya Pradesh,Khandwa,16028,2.147
1987,Madhya Pradesh,Khargone,18449,2.019
1987,Madhya Pradesh,Mandla,20304,2.165
1987,Madhya Pradesh,Mandsaur,11787,2.307
1987,Madhya Pradesh,Morena,23080,2.207
1987,Madhya Pradesh,Narsinghpur,21631,2.213
1987,Madhya Pradesh,Neemuch,12239,2.298
1987,Madhya Pradesh,Panna,12580,2.163
1987,Madhya Pradesh,Raisen,24346,2.23
1987,Madhya Pradesh,Rajgarh,31939,2.308
1987,Madhya Pradesh,Ratlam,12188,2.201
1987,Madhya Pradesh,Rewa,26428,2.358
1987,Madhya Pradesh,Sagar,31472,2.217
1987,Madhya Pradesh,Satna,29300,2.183
1987,Madhya Pradesh,Sehore,20157,2.28
1987,Madhya Pradesh,Seoni,19981,2.209
1987,Madhya Pradesh,Shahdol,21607,2.266
1987,Madhya Pradesh,Shajapur,8626,2.341
1987,Madhya Pradesh,Sheopur,11165,2.317
1987,Madhya Pradesh,Shivpuri,38547,2.273
1987,Madhya Pradesh,Sidhi,21813,2.426
1987,Madhya Pradesh,Singrauli,13338,2.522
1987,Madhya Pradesh,Tikamgarh,25379,2.326
1987,Madhya Pradesh,Ujjain,17497,2.18
1987,Madhya Pradesh,Umaria,6483,2.177
1987,Madhya Pradesh,Vidisha,12697,2.255
1987,Manipur,Bishnupur,3139,2.558
1987,Manipur,Chandel,339,2.457
1987,Manipur,Churachandpur,3047,2.711
1987,Manipur,Imphal East,5378,2.612
1987,Manipur,Imphal West,7074,2.585
1987,Manipur,Kamjong,228,2.522
1987,Manipur,Kangpokpi,1573,2.605
1987,Manipur,Noney,167,2.838
1987,Manipur,Senapati,1599,2.412
1987,Manipur,Tamenglong,1133,3.014
1987,Manipur,Tengnoupal,426,2.531
1987,Manipur,Thoubal,4530,2.519
1987,Manipur,Ukhrul,716,2.556
1987,Meghalaya,East Garo Hills,3867,2.391
1987,Meghalaya,East Jaintia Hills,4136,2.088
1987,Meghalaya,East Khasi Hills,17709,2.648
1987,Meghalaya,North Garo Hills,4811,2.44
1987,Meghalaya,Ri Bhoi,4975,2.492
1987,Meghalaya,South Garo Hills,2783,2.43
1987,Meghalaya,South West Garo Hills,2942,2.455
1987,Meghalaya,South West Khasi Hills,1145,2.808
1987,Meghalaya,West Garo Hills,10816,2.457
1987,Meghalaya,West Jaintia Hills,6311,2.305
1987,Meghalaya,West Khasi Hills,3543,2.729
1987,Mizoram,Aizawl,6129,3.532
1987,Mizoram,Champhai,2118,3.751
1987,Mizoram,Kolasib,1408,3.506
1987,Mizoram,Lawngtlai,2169,2.985
1987,Mizoram,Lunglei,1877,3.375
1987,Mizoram,Mamit,1668,3.332
1987,Mizoram,Saiha,516,2.95
1987,Mizoram,Serchhip,931,3.713
1987,Nagaland,Dimapur,8184,2.791
1987,Nagaland,Kiphire,1141,2.756
1987,Nagaland,Kohima,6028,2.996
1987,Nagaland,Longleng,918,2.053
1987,Nagaland,Mokokchung,3405,3.599
1987,Nagaland,Mon,3646,1.931
1987,Nagaland,Peren,2576,2.839
1987,Nagaland,Phek,3865,2.892
1987,Nagaland,Pughoboto,344,2.907
1987,Nagaland,Tuensang,2741,2.498
1987,Nagaland,Wokha,3009,2.822
1987,Nagaland,Zunheboto,3224,2.948
1987,Puducherry,Karaikal,4178,3.338
1987,Puducherry,Mahe,293,2.43
1987,Puducherry,Puducherry,19361,3.342
1987,Puducherry,Yanam,1052,3.029
1987,Uttar Pradesh,Agra,85493,2.247
1987,Uttar Pradesh,Aligarh,57264,2.349
1987,Uttar Pradesh,Allahabad,119715,2.404
1987,Uttar Pradesh,Amethi,23301,2.376
1987,Uttar Pradesh,Auraiyya,26605,2.203
1987,Uttar Pradesh,Badaun,61047,2.336
1987,Uttar Pradesh,Bagpat,22258,2.236
1987,Uttar Pradesh,Banda,43668,2.475
1987,Uttar Pradesh,Barabanki,40160,2.235
1987,Uttar Pradesh,Bareilly,65681,2.387
1987,Uttar Pradesh,Bijnor,57503,2.415
1987,Uttar Pradesh,Bulandshahr,64469,2.243
1987,Uttar Pradesh,Chitrakoot,17090,2.385
1987,Uttar Pradesh,Etah,28740,2.264
1987,Uttar Pradesh,Etawah,30819,2.264
1987,Uttar Pradesh,Faizabad,1283,2.493
1987,Uttar Pradesh,Farrukhabad,33819,2.374
1987,Uttar Pradesh,Fatehpur,39594,2.35
1987,Uttar Pradesh,Firozabad,41725,2.259
1987,Uttar Pradesh,Gautam Buddh Nagar,38576,2.15
1987,Uttar Pradesh,Ghaziabad,79976,2.099
1987,Uttar Pradesh,Hamirpur,23710,2.287
1987,Uttar Pradesh,Hardoi,53546,2.404
1987,Uttar Pradesh,Hathras,26747,2.251
1987,Uttar Pradesh,Jalaun,29269,2.272
1987,Uttar Pradesh,Jhansi,37615,2.309
1987,Uttar Pradesh,Kannauj,26013,2.39
1987,Uttar Pradesh,Kanpur Rural,35530,2.179
1987,Uttar Pradesh,Kanpur Urban,90390,2.208
1987,Uttar Pradesh,Kasganj,24225,2.264
1987,Uttar Pradesh,Kaushambi,30685,2.321
1987,Uttar Pradesh,Kheri,65812,2.375
1987,Uttar Pradesh,Lalitpur,20653,2.569
1987,Uttar Pradesh,Lucknow,91918,2.203
1987,Uttar Pradesh,Mahoba,16323,2.39
1987,Uttar Pradesh,Mainpuri,27978,2.311
1987,Uttar Pradesh,Mathura,39264,2.125
1987,Uttar Pradesh,Mau,64,2.287
1987,Uttar Pradesh,Meerut,67502,2.262
1987,Uttar Pradesh,Moradabad,62925,2.289
1987,Uttar Pradesh,Muzaffarnagar,48295,2.381
1987,Uttar Pradesh,Pilibhit,32347,2.401
1987,Uttar Pradesh,Pratapgarh,79747,2.306
1987,Uttar Pradesh,Rae Bareli,50907,2.234
1987,Uttar Pradesh,Rampur,38111,2.44
1987,Uttar Pradesh,Saharanpur,59062,2.363
1987,Uttar Pradesh,Sambhal,33810,2.406
1987,Uttar Pradesh,Shahjahanpur,52680,2.367
1987,Uttar Pradesh,Shamli,22708,2.396
1987,Uttar Pradesh,Sitapur,60054,2.331
1987,Uttar Pradesh,Sultanpur,42951,2.325
1987,Uttar Pradesh,Unnao,47365,2.184
1987,Uttarakhand,Bageshwar,4124,1.867
1987,Uttarakhand,Chamoli,141,1.99
1987,Uttarakhand,Dehradun,34981,2.064
1987,Uttarakhand,Haridwar,25661,2.174
1987,Uttarakhand,Nainital,8198,1.983
1987,Uttarakhand,Pauri Garhwal,14229,2.036
1987,Uttarakhand,Udham Singh Nagar,648,2.129
1987,Uttarakhand,Uttarkashi,5109,2.181
1988,Andaman And Nicobar Islands,Nicobar,763,2.371
1988,Andaman And Nicobar Islands,North And Middle Andaman,2092,2.455
1988,Andaman And Nicobar Islands,South Andaman,4240,2.417
1988,Andhra Pradesh,Anantapur,68033,2.979
1988,Andhra Pradesh,Chittoor,29247,2.796
1988,Andhra Pradesh,East Godavari,117036,3.215
1988,Andhra Pradesh,Guntur,83534,2.999
1988,Andhra Pradesh,Kadapa,48244,2.983
1988,Andhra Pradesh,Krishna,68201,2.901
1988,Andhra Pradesh,Kurnool,48383,2.852
1988,Andhra Pradesh,Nellore,47618,2.986
1988,Andhra Pradesh,Prakasam,46073,3.091
1988,Andhra Pradesh,Srikakulam,43179,3.069
1988,Andhra Pradesh,Visakhapatnam,102515,3.026
1988,Andhra Pradesh,Vizianagaram,50146,3.122
1988,Andhra Pradesh,West Godavari,66369,3.123
1988,Arunachal Pradesh,Anjaw,266,2.526
1988,Arunachal Pradesh,Changlang,2270,2.126
1988,Arunachal Pradesh,Dibang Valley,146,2.171
1988,Arunachal Pradesh,East Kameng,1895,1.916
1988,Arunachal Pradesh,East Siang,1434,1.999
1988,Arunachal Pradesh,Kurung Kumey,2176,1.837
1988,Arunachal Pradesh,Lohit,513,2.331
1988,Arunachal Pradesh,Longding,1698,1.988
1988,Arunachal Pradesh,Lower Dibang Valley,906,2.107
1988,Arunachal Pradesh,Lower Subansiri,1880,1.793
1988,Arunachal Pradesh,Namsai,1162,2.422
1988,Arunachal Pradesh,Papum Pare,2910,1.978
1988,Arunachal Pradesh,Tawang,892,1.873
1988,Arunachal Pradesh,Tirap,1381,2.004
1988,Arunachal Pradesh,Upper Siang,407,1.909
1988,Arunachal Pradesh,Upper Subansiri,1402,1.909
1988,Arunachal Pradesh,West Kameng,1639,1.93
1988,Arunachal Pradesh,West Siang,3928,1.875
1988,Chandigarh,Chandigarh,8845,2.056
1988,Dadra And Nagar Haveli,Dadra And Nagar Haveli,7086,2.295
1988,Daman And Diu,Daman,2347,2.291
1988,Daman And Diu,Diu,949,2.311
1988,Goa,North Goa,8059,2.349
1988,Goa,South Goa,9097,2.371
1988,Haryana,Ambala,12125,2.357
1988,Haryana,Bhiwani,21570,2.254
1988,Haryana,Faridabad,30016,2.17
1988,Haryana,Fatehabad,13440,2.302
1988,Haryana,Gurgaon,20053,2.088
1988,Haryana,Hisar,17465,2.179
1988,Haryana,Jhajjar,14591,2.122
1988,Haryana,Jind,16246,2.251
1988,Haryana,Kaithal,16009,2.316
1988,Haryana,Karnal,22513,2.221
1988,Haryana,Kurukshetra,14986,2.299
1988,Haryana,Mahendragarh,13617,2.127
1988,Haryana,Mewat,15789,2.559
1988,Haryana,Palwal,16566,2.259
1988,Haryana,Panchkula,6579,2.199
1988,Haryana,Panipat,17725,2.077
1988,Haryana,Rewari,12902,2.155
1988,Haryana,Rohtak,15634,2.051
1988,Haryana,Sirsa,20227,2.49
1988,Haryana,Sonipat,19240,2.158
1988,Haryana,Yamunanagar,9804,2.24
1988,Himachal Pradesh,Bilaspur,6170,2.012
1988,Himachal Pradesh,Chamba,8617,1.911
1988,Himachal Pradesh,Hamirpur,7787,1.987
1988,Himachal Pradesh,Kangra,23145,2.104
1988,Himachal Pradesh,Kinnaur,1253,2.06
1988,Himachal Pradesh,Kullu,7542,1.841
1988,Himachal Pradesh,Lahaul And Spiti,410,2.114
1988,Himachal Pradesh,Mandi,12215,1.911
1988,Himachal Pradesh,Shimla,10274,2.025
1988,Himachal Pradesh,Sirmaur,6167,2.068
1988,Himachal Pradesh,Solan,6603,2.125
1988,Himachal Pradesh,Una,6469,2.206
1988,Madhya Pradesh,Agar Malwa,6041,2.297
1988,Madhya Pradesh,Alirajpur,5365,2.046
1988,Madhya Pradesh,Anuppur,16582,2.307
1988,Madhya Pradesh,Ashoknagar,14674,2.203
1988,Madhya Pradesh,Balaghat,28214,2.355
1988,Madhya Pradesh,Barwani,14408,2.138
1988,Madhya Pradesh,Betul,37053,2.294
1988,Madhya Pradesh,Bhind,13173,2.264
1988,Madhya Pradesh,Bhopal,35471,2.108
1988,Madhya Pradesh,Burhanpur,14487,2.243
1988,Madhya Pradesh,Chhatarpur,15732,2.314
1988,Madhya Pradesh,Chhindwara,28081,2.401
1988,Madhya Pradesh,Damoh,17884,2.229
1988,Madhya Pradesh,Datia,7771,2.248
1988,Madhya Pradesh,Dewas,15763,2.228
1988,Madhya Pradesh,Dhar,39144,2.047
1988,Madhya Pradesh,Dindori,5386,2.25
1988,Madhya Pradesh,Guna,17759,2.179
1988,Madhya Pradesh,Gwalior,24909,2.211
1988,Madhya Pradesh,Harda,8346,2.218
1988,Madhya Pradesh,Hoshangabad,15870,2.134
1988,Madhya Pradesh,Indore,65426,2.144
1988,Madhya Pradesh,Jabalpur,35064,2.245
1988,Madhya Pradesh,Jhabua,17098,1.881
1988,Madhya Pradesh,Katni,29826,2.155
1988,Madhya Pradesh,Khandwa,18832,2.218
1988,Madhya Pradesh,Khargone,20217,2.131
1988,Madhya Pradesh,Mandla,21104,2.215
1988,Madhya Pradesh,Mandsaur,15594,2.307
1988,Madhya Pradesh,Morena,32919,2.17
1988,Madhya Pradesh,Narsinghpur,13241,2.144
1988,Madhya Pradesh,Neemuch,12610,2.265
1988,Madhya Pradesh,Panna,19709,2.15
1988,Madhya Pradesh,Raisen,17001,2.226
1988,Madhya Pradesh,Rajgarh,13535,2.178
1988,Madhya Pradesh,Ratlam,13224,2.196
1988,Madhya Pradesh,Rewa,34077,2.252
1988,Madhya Pradesh,Sagar,43502,2.292
1988,Madhya Pradesh,Satna,36407,2.235
1988,Madhya Pradesh,Sehore,12064,2.106
1988,Madhya Pradesh,Seoni,13704,2.166
1988,Madhya Pradesh,Shahdol,20301,2.287
1988,Madhya Pradesh,Shajapur,10639,2.244
1988,Madhya Pradesh,Sheopur,10760,2.365
1988,Madhya Pradesh,Shivpuri,21549,2.279
1988,Madhya Pradesh,Sidhi,22585,2.378
1988,Madhya Pradesh,Singrauli,14646,2.357
1988,Madhya Pradesh,Tikamgarh,24239,2.29
1988,Madhya Pradesh,Ujjain,16732,2.208
1988,Madhya Pradesh,Umaria,7368,2.183
1988,Madhya Pradesh,Vidisha,12533,2.204
1988,Manipur,Bishnupur,4071,2.56
1988,Manipur,Chandel,1079,2.517
1988,Manipur,Churachandpur,5431,2.7
1988,Manipur,Imphal East,8179,2.603
1988,Manipur,Imphal West,8503,2.577
1988,Manipur,Kamjong,395,2.549
1988,Manipur,Kangpokpi,3083,2.579
1988,Manipur,Noney,190,2.842
1988,Manipur,Senapati,3491,2.376
1988,Manipur,Tamenglong,1609,3.033
1988,Manipur,Tengnoupal,961,2.614
1988,Manipur,Thoubal,7502,2.525
1988,Manipur,Ukhrul,967,2.586
1988,Meghalaya,East Garo Hills,3444,2.374
1988,Meghalaya,East Jaintia Hills,1695,2.291
1988,Meghalaya,East Khasi Hills,13691,2.679
1988,Meghalaya,North Garo Hills,5042,2.452
1988,Meghalaya,Ri Bhoi,6264,2.476
1988,Meghalaya,South Garo Hills,2644,2.432
1988,Meghalaya,South West Garo Hills,3576,2.452
1988,Meghalaya,South West Khasi Hills,1330,2.792
1988,Meghalaya,West Garo Hills,11514,2.449
1988,Meghalaya,West Jaintia Hills,6008,2.383
1988,Meghalaya,West Khasi Hills,4025,2.713
1988,Mizoram,Aizawl,6178,3.542
1988,Mizoram,Champhai,1960,3.753
1988,Mizoram,Kolasib,1294,3.517
1988,Mizoram,Lawngtlai,1994,2.948
1988,Mizoram,Lunglei,1867,3.312
1988,Mizoram,Mamit,1850,3.326
1988,Mizoram,Saiha,534,2.987
1988,Mizoram,Serchhip,889,3.685
1988,Nagaland,Dimapur,5948,2.815
1988,Nagaland,Kiphire,1937,2.795
1988,Nagaland,Kohima,4932,3.047
1988,Nagaland,Longleng,697,2.052
1988,Nagaland,Mokokchung,3907,3.608
1988,Nagaland,Mon,4271,1.946
1988,Nagaland,Peren,1464,2.85
1988,Nagaland,Phek,4076,2.974
1988,Nagaland,Pughoboto,470,2.915
1988,Nagaland,Tuensang,2850,2.426
1988,Nagaland,Wokha,3430,2.844
1988,Nagaland,Zunheboto,3044,2.941
1988,Puducherry,Karaikal,5136,3.329
1988,Puducherry,Mahe,274,2.445
1988,Puducherry,Puducherry,15199,3.339
1988,Puducherry,Yanam,895,3.068
1988,Uttar Pradesh,Agra,77972,2.195
1988,Uttar Pradesh,Aligarh,55662,2.335
1988,Uttar Pradesh,Allahabad,129061,2.422
1988,Uttar Pradesh,Amethi,23711,2.312
1988,Uttar Pradesh,Auraiyya,23719,2.247
1988,Uttar Pradesh,Badaun,59330,2.439
1988,Uttar Pradesh,Bagpat,21508,2.282
1988,Uttar Pradesh,Banda,55265,2.519
1988,Uttar Pradesh,Barabanki,33050,2.285
1988,Uttar Pradesh,Bareilly,64016,2.373
1988,Uttar Pradesh,Bijnor,53571,2.326
1988,Uttar Pradesh,Bulandshahr,53835,2.319
1988,Uttar Pradesh,Chitrakoot,18724,2.477
1988,Uttar Pradesh,Etah,30511,2.177
1988,Uttar Pradesh,Etawah,32777,2.281
1988,Uttar Pradesh,Faizabad,1456,2.53
1988,Uttar Pradesh,Farrukhabad,30295,2.324
1988,Uttar Pradesh,Fatehpur,39071,2.277
1988,Uttar Pradesh,Firozabad,41169,2.182
1988,Uttar Pradesh,Gautam Buddh Nagar,37742,2.097
1988,Uttar Pradesh,Ghaziabad,76273,2.133
1988,Uttar Pradesh,Hamirpur,18842,2.402
1988,Uttar Pradesh,Hardoi,73788,2.231
1988,Uttar Pradesh,Hathras,25483,2.297
1988,Uttar Pradesh,Jalaun,30986,2.25
1988,Uttar Pradesh,Jhansi,33603,2.216
1988,Uttar Pradesh,Kannauj,21378,2.426
1988,Uttar Pradesh,Kanpur Rural,37972,2.31
1988,Uttar Pradesh,Kanpur Urban,90130,2.134
1988,Uttar Pradesh,Kasganj,23854,2.376
1988,Uttar Pradesh,Kaushambi,26261,2.257
1988,Uttar Pradesh,Kheri,42762,2.367
1988,Uttar Pradesh,Lalitpur,23451,2.567
1988,Uttar Pradesh,Lucknow,78385,2.192
1988,Uttar Pradesh,Mahoba,15097,2.446
1988,Uttar Pradesh,Mainpuri,28640,2.206
1988,Uttar Pradesh,Mathura,37512,2.25
1988,Uttar Pradesh,Mau,88,2.104
1988,Uttar Pradesh,Meerut,70221,2.206
1988,Uttar Pradesh,Moradabad,55193,2.364
1988,Uttar Pradesh,Muzaffarnagar,42778,2.343
1988,Uttar Pradesh,Pilibhit,29241,2.309
1988,Uttar Pradesh,Pratapgarh,92740,2.283
1988,Uttar Pradesh,Rae Bareli,54904,2.267
1988,Uttar Pradesh,Rampur,31810,2.397
1988,Uttar Pradesh,Saharanpur,53718,2.294
1988,Uttar Pradesh,Sambhal,35666,2.411
1988,Uttar Pradesh,Shahjahanpur,50671,2.424
1988,Uttar Pradesh,Shamli,20627,2.424
1988,Uttar Pradesh,Sitapur,46542,2.441
1988,Uttar Pradesh,Sultanpur,43370,2.284
1988,Uttar Pradesh,Unnao,42288,2.336
1988,Uttarakhand,Bageshwar,5184,1.891
1988,Uttarakhand,Chamoli,311,2.066
1988,Uttarakhand,Dehradun,36298,1.982
1988,Uttarakhand,Haridwar,28848,2.152
1988,Uttarakhand,Nainital,7470,1.879
1988,Uttarakhand,Pauri Garhwal,14330,2.007
1988,Uttarakhand,Udham Singh Nagar,816,2.124
1988,Uttarakhand,Uttarkashi,6242,2.198
1989,Andaman And Nicobar Islands,Nicobar,872,2.377
1989,Andaman And Nicobar Islands,North And Middle Andaman,2243,2.419
1989,Andaman And Nicobar Islands,South Andaman,4208,2.393
1989,Andhra Pradesh,Anantapur,65683,2.921
1989,Andhra Pradesh,Chittoor,29256,2.774
1989,Andhra Pradesh,East Godavari,100641,3.135
1989,Andhra Pradesh,Guntur,92603,2.992
1989,Andhra Pradesh,Kadapa,59059,2.983
1989,Andhra Pradesh,Krishna,80363,2.883
1989,Andhra Pradesh,Kurnool,56208,2.853
1989,Andhra Pradesh,Nellore,45390,2.96
1989,Andhra Pradesh,Prakasam,48365,3.075
1989,Andhra Pradesh,Srikakulam,39725,3.064
1989,Andhra Pradesh,Visakhapatnam,97220,2.988
1989,Andhra Pradesh,Vizianagaram,48413,3.065
1989,Andhra Pradesh,West Godavari,68719,3.093
1989,Arunachal Pradesh,Anjaw,366,2.555
1989,Arunachal Pradesh,Changlang,1578,2.12
1989,Arunachal Pradesh,Dibang Valley,122,2.23
1989,Arunachal Pradesh,East Kameng,1567,1.913
1989,Arunachal Pradesh,East Siang,2812,1.973
1989,Arunachal Pradesh,Kurung Kumey,1825,1.84
1989,Arunachal Pradesh,Lohit,511,2.358
1989,Arunachal Pradesh,Longding,924,1.995
1989,Arunachal Pradesh,Lower Dibang Valley,686,2.058
1989,Arunachal Pradesh,Lower Subansiri,2307,1.78
1989,Arunachal Pradesh,Namsai,2175,2.454
1989,Arunachal Pradesh,Papum Pare,2639,1.963
1989,Arunachal Pradesh,Tawang,767,1.888
1989,Arunachal Pradesh,Tirap,871,2.026
1989,Arunachal Pradesh,Upper Siang,924,1.973
1989,Arunachal Pradesh,Upper Subansiri,3058,1.89
1989,Arunachal Pradesh,West Kameng,1792,1.92
1989,Arunachal Pradesh,West Siang,3083,1.886
1989,Chandigarh,Chandigarh,8814,2.048
1989,Dadra And Nagar Haveli,Dadra And Nagar Haveli,6688,2.294
1989,Daman And Diu,Daman,2186,2.281
1989,Daman And Diu,Diu,984,2.351
1989,Goa,North Goa,7738,2.346
1989,Goa,South Goa,8676,2.371
1989,Haryana,Ambala,12394,2.39
1989,Haryana,Bhiwani,22934,2.148
1989,Haryana,Faridabad,30934,2.139
1989,Haryana,Fatehabad,15075,2.276
1989,Haryana,Gurgaon,20743,2.138
1989,Haryana,Hisar,19610,2.238
1989,Haryana,Jhajjar,16185,2.13
1989,Haryana,Jind,18212,2.155
1989,Haryana,Kaithal,19000,2.265
1989,Haryana,Karnal,24391,2.174
1989,Haryana,Kurukshetra,15877,2.266
1989,Haryana,Mahendragarh,14054,2.143
1989,Haryana,Mewat,16045,2.513
1989,Haryana,Palwal,18916,2.211
1989,Haryana,Panchkula,6606,2.24
1989,Haryana,Panipat,18975,2.175
1989,Haryana,Rewari,13101,2.182
1989,Haryana,Rohtak,16297,2.039
1989,Haryana,Sirsa,25889,2.432
1989,Haryana,Sonipat,19838,2.058
1989,Haryana,Yamunanagar,10190,2.302
1989,Himachal Pradesh,Bilaspur,5889,2.072
1989,Himachal Pradesh,Chamba,8834,1.95
1989,Himachal Pradesh,Hamirpur,7643,2.068
1989,Himachal Pradesh,Kangra,22376,2.088
1989,Himachal Pradesh,Kinnaur,1064,2.061
1989,Himachal Pradesh,Kullu,7546,1.82
1989,Himachal Pradesh,Lahaul And Spiti,480,2.189
1989,Himachal Pradesh,Mandi,12028,1.909
1989,Himachal Pradesh,Shimla,9430,2.052
1989,Himachal Pradesh,Sirmaur,6110,2.098
1989,Himachal Pradesh,Solan,6431,2.071
1989,Himachal Pradesh,Una,6063,2.246
1989,Madhya Pradesh,Agar Malwa,5428,2.209
1989,Madhya Pradesh,Alirajpur,5318,2.063
1989,Madhya Pradesh,Anuppur,20297,2.309
1989,Madhya Pradesh,Ashoknagar,18211,2.32
1989,Madhya Pradesh,Balaghat,30350,2.367
1989,Madhya Pradesh,Barwani,17507,2.055
1989,Madhya Pradesh,Betul,29084,2.308
1989,Madhya Pradesh,Bhind,15713,2.155
1989,Madhya Pradesh,Bhopal,41099,2.145
1989,Madhya Pradesh,Burhanpur,15655,2.296
1989,Madhya Pradesh,Chhatarpur,18342,2.193
1989,Madhya Pradesh,Chhindwara,32400,2.264
1989,Madhya Pradesh,Damoh,18856,2.294
1989,Madhya Pradesh,Datia,8853,2.166
1989,Madhya Pradesh,Dewas,17642,2.164
1989,Madhya Pradesh,Dhar,38285,2.075
1989,Madhya Pradesh,Dindori,5745,2.221
1989,Madhya Pradesh,Guna,24961,2.135
1989,Madhya Pradesh,Gwalior,28546,2.2
1989,Madhya Pradesh,Harda,9102,2.172
1989,Madhya Pradesh,Hoshangabad,17563,2.227
1989,Madhya Pradesh,Indore,56811,2.129
1989,Madhya Pradesh,Jabalpur,44058,2.227
1989,Madhya Pradesh,Jhabua,16624,1.94
1989,Madhya Pradesh,Katni,25092,2.035
1989,Madhya Pradesh,Khandwa,19230,2.098
1989,Madhya Pradesh,Khargone,22551,2.064
1989,Madhya Pradesh,Mandla,20939,2.238
1989,Madhya Pradesh,Mandsaur,12738,2.289
1989,Madhya Pradesh,Morena,36961,2.235
1989,Madhya Pradesh,Narsinghpur,14967,2.127
1989,Madhya Pradesh,Neemuch,8343,2.301
1989,Madhya Pradesh,Panna,12240,2.138
1989,Madhya Pradesh,Raisen,18872,2.185
1989,Madhya Pradesh,Rajgarh,17515,2.186
1989,Madhya Pradesh,Ratlam,14953,2.232
1989,Madhya Pradesh,Rewa,28269,2.366
1989,Madhya Pradesh,Sagar,34518,2.28
1989,Madhya Pradesh,Satna,23945,2.088
1989,Madhya Pradesh,Sehore,15666,2.105
1989,Madhya Pradesh,Seoni,15892,2.219
1989,Madhya Pradesh,Shahdol,26496,2.19
1989,Madhya Pradesh,Shajapur,7377,2.274
1989,Madhya Pradesh,Sheopur,18527,2.367
1989,Madhya Pradesh,Shivpuri,25638,2.215
1989,Madhya Pradesh,Sidhi,30544,2.398
1989,Madhya Pradesh,Singrauli,18591,2.456
1989,Madhya Pradesh,Tikamgarh,18044,2.244
1989,Madhya Pradesh,Ujjain,19939,2.137
1989,Madhya Pradesh,Umaria,8502,2.175
1989,Madhya Pradesh,Vidisha,14251,2.253
1989,Manipur,Bishnupur,5895,2.565
1989,Manipur,Chandel,711,2.501
1989,Manipur,Churachandpur,6318,2.706
1989,Manipur,Imphal East,10892,2.597
1989,Manipur,Imphal West,11600,2.56
1989,Manipur,Kamjong,384,2.586
1989,Manipur,Kangpokpi,3322,2.588
1989,Manipur,Noney,274,2.854
1989,Manipur,Senapati,3471,2.38
1989,Manipur,Tamenglong,2179,3.054
1989,Manipur,Tengnoupal,932,2.565
1989,Manipur,Thoubal,11190,2.524
1989,Manipur,Ukhrul,1012,2.576
1989,Meghalaya,East Garo Hills,5126,2.365
1989,Meghalaya,East Jaintia Hills,1976,2.275
1989,Meghalaya,East Khasi Hills,12218,2.707
1989,Meghalaya,North Garo Hills,5765,2.41
1989,Meghalaya,Ri Bhoi,4117,2.522
1989,Meghalaya,South Garo Hills,3013,2.414
1989,Meghalaya,South West Garo Hills,2690,2.467
1989,Meghalaya,South West Khasi Hills,1560,2.837
1989,Meghalaya,West Garo Hills,12225,2.432
1989,Meghalaya,West Jaintia Hills,7895,2.378
1989,Meghalaya,West Khasi Hills,4635,2.778
1989,Mizoram,Aizawl,6477,3.524
1989,Mizoram,Champhai,2119,3.757
1989,Mizoram,Kolasib,1304,3.518
1989,Mizoram,Lawngtlai,2160,2.949
1989,Mizoram,Lunglei,2105,3.302
1989,Mizoram,Mamit,1721,3.345
1989,Mizoram,Saiha,507,3.049
1989,Mizoram,Serchhip,942,3.684
1989,Nagaland,Dimapur,8224,2.807
1989,Nagaland,Kiphire,1148,2.78
1989,Nagaland,Kohima,6004,3.029
1989,Nagaland,Longleng,773,2.067
1989,Nagaland,Mokokchung,2983,3.606
1989,Nagaland,Mon,2326,1.94
1989,Nagaland,Peren,2555,2.867
1989,Nagaland,Phek,3870,2.898
1989,Nagaland,Pughoboto,249,2.871
1989,Nagaland,Tuensang,1886,2.506
1989,Nagaland,Wokha,2731,2.86
1989,Nagaland,Zunheboto,2668,2.913
