Year,State,District,People,AvgSyllabicCount
1972,Andaman And Nicobar Islands,Nicobar,443,2.233
1972,Andaman And Nicobar Islands,North And Middle Andaman,1179,2.475
1972,Andaman And Nicobar Islands,South Andaman,2267,2.439
1972,Andhra Pradesh,Anantapur,37773,3.391
1972,Andhra Pradesh,Chittoor,24028,3.158
1972,Andhra Pradesh,East Godavari,58523,3.631
1972,Andhra Pradesh,Guntur,42977,3.407
1972,Andhra Pradesh,Kadapa,33512,3.309
1972,Andhra Pradesh,Krishna,38321,3.366
1972,Andhra Pradesh,Kurnool,29797,3.162
1972,Andhra Pradesh,Nellore,35756,3.328
1972,Andhra Pradesh,Prakasam,26629,3.477
1972,Andhra Pradesh,Srikakulam,22048,3.375
1972,Andhra Pradesh,Visakhapatnam,56149,3.291
1972,Andhra Pradesh,Vizianagaram,26468,3.399
1972,Andhra Pradesh,West Godavari,31996,3.572
1972,Arunachal Pradesh,Anjaw,169,2.586
1972,Arunachal Pradesh,Changlang,919,2.107
1972,Arunachal Pradesh,Dibang Valley,46,2.13
1972,Arunachal Pradesh,East Kameng,562,1.918
1972,Arunachal Pradesh,East Siang,883,2.084
1972,Arunachal Pradesh,Kurung Kumey,759,1.776
1972,Arunachal Pradesh,Lohit,413,2.339
1972,Arunachal Pradesh,Longding,463,1.994
1972,Arunachal Pradesh,Lower Dibang Valley,415,2.198
1972,Arunachal Pradesh,Lower Subansiri,1027,1.845
1972,Arunachal Pradesh,Namsai,699,2.355
1972,Arunachal Pradesh,Papum Pare,1893,2.046
1972,Arunachal Pradesh,Tawang,440,1.839
1972,Arunachal Pradesh,Tirap,599,2.025
1972,Arunachal Pradesh,Upper Siang,221,1.955
1972,Arunachal Pradesh,Upper Subansiri,475,1.878
1972,Arunachal Pradesh,West Kameng,729,1.872
1972,Arunachal Pradesh,West Siang,1443,1.893
1972,Chandigarh,Chandigarh,6427,2.045
1972,Dadra And Nagar Haveli,Dadra And Nagar Haveli,4066,2.266
1972,Daman And Diu,Daman,1250,2.316
1972,Daman And Diu,Diu,563,2.332
1972,Goa,North Goa,9655,2.471
1972,Goa,South Goa,10598,2.505
1972,Haryana,Ambala,9225,2.27
1972,Haryana,Bhiwani,15098,2.206
1972,Haryana,Faridabad,24561,2.163
1972,Haryana,Fatehabad,9282,2.279
1972,Haryana,Gurgaon,17399,2.192
1972,Haryana,Hisar,12333,2.213
1972,Haryana,Jhajjar,11128,2.248
1972,Haryana,Jind,12445,2.208
1972,Haryana,Kaithal,11723,2.319
1972,Haryana,Karnal,14483,2.237
1972,Haryana,Kurukshetra,11513,2.293
1972,Haryana,Mahendragarh,9003,2.215
1972,Haryana,Mewat,8849,2.358
1972,Haryana,Palwal,9673,2.262
1972,Haryana,Panchkula,5655,2.153
1972,Haryana,Panipat,12008,2.142
1972,Haryana,Rewari,9059,2.126
1972,Haryana,Rohtak,13496,2.148
1972,Haryana,Sirsa,14177,2.346
1972,Haryana,Sonipat,14335,2.204
1972,Haryana,Yamunanagar,6721,2.256
1972,Himachal Pradesh,Bilaspur,4622,1.996
1972,Himachal Pradesh,Chamba,5716,1.858
1972,Himachal Pradesh,Hamirpur,6365,2.115
1972,Himachal Pradesh,Kangra,18551,2.052
1972,Himachal Pradesh,Kinnaur,1000,2.009
1972,Himachal Pradesh,Kullu,4743,1.805
1972,Himachal Pradesh,Lahaul And Spiti,351,2.041
1972,Himachal Pradesh,Mandi,9579,1.848
1972,Himachal Pradesh,Shimla,8354,1.885
1972,Himachal Pradesh,Sirmaur,4141,2.031
1972,Himachal Pradesh,Solan,4980,1.908
1972,Himachal Pradesh,Una,5083,2.234
1972,Madhya Pradesh,Agar Malwa,2619,2.14
1972,Madhya Pradesh,Alirajpur,2827,1.911
1972,Madhya Pradesh,Anuppur,9613,2.315
1972,Madhya Pradesh,Ashoknagar,8674,2.144
1972,Madhya Pradesh,Balaghat,17575,2.37
1972,Madhya Pradesh,Barwani,8231,1.978
1972,Madhya Pradesh,Betul,13186,2.18
1972,Madhya Pradesh,Bhind,10924,2.347
1972,Madhya Pradesh,Bhopal,20205,2.15
1972,Madhya Pradesh,Burhanpur,9482,2.303
1972,Madhya Pradesh,Chhatarpur,20910,2.086
1972,Madhya Pradesh,Chhindwara,17469,2.259
1972,Madhya Pradesh,Damoh,10828,2.29
1972,Madhya Pradesh,Datia,8273,2.224
1972,Madhya Pradesh,Dewas,20295,2.228
1972,Madhya Pradesh,Dhar,10252,2.215
1972,Madhya Pradesh,Dindori,3051,2.058
1972,Madhya Pradesh,Guna,12115,2.165
1972,Madhya Pradesh,Gwalior,32605,2.293
1972,Madhya Pradesh,Harda,4786,2.383
1972,Madhya Pradesh,Hoshangabad,11582,2.297
1972,Madhya Pradesh,Indore,34478,2.295
1972,Madhya Pradesh,Jabalpur,26437,1.889
1972,Madhya Pradesh,Jhabua,9007,1.908
1972,Madhya Pradesh,Katni,12275,1.935
1972,Madhya Pradesh,Khandwa,20241,2.159
1972,Madhya Pradesh,Khargone,22126,2.243
1972,Madhya Pradesh,Mandla,8657,1.985
1972,Madhya Pradesh,Mandsaur,15440,2.25
1972,Madhya Pradesh,Morena,12982,2.354
1972,Madhya Pradesh,Narsinghpur,8302,2.078
1972,Madhya Pradesh,Neemuch,4867,2.395
1972,Madhya Pradesh,Panna,9673,2.191
1972,Madhya Pradesh,Raisen,12275,2.243
1972,Madhya Pradesh,Rajgarh,12988,2.194
1972,Madhya Pradesh,Ratlam,17950,2.216
1972,Madhya Pradesh,Rewa,22623,2.426
1972,Madhya Pradesh,Sagar,24197,2.386
1972,Madhya Pradesh,Satna,12418,2.054
1972,Madhya Pradesh,Sehore,11953,2.203
1972,Madhya Pradesh,Seoni,8478,2.213
1972,Madhya Pradesh,Shahdol,14354,2.168
1972,Madhya Pradesh,Shajapur,3846,2.385
1972,Madhya Pradesh,Sheopur,10002,2.392
1972,Madhya Pradesh,Shivpuri,11005,2.35
1972,Madhya Pradesh,Sidhi,14917,2.588
1972,Madhya Pradesh,Singrauli,12462,2.615
1972,Madhya Pradesh,Tikamgarh,12296,2.292
1972,Madhya Pradesh,Ujjain,23349,2.302
1972,Madhya Pradesh,Umaria,7486,2.089
1972,Madhya Pradesh,Vidisha,16982,2.2
1972,Manipur,Bishnupur,3160,2.556
1972,Manipur,Chandel,495,2.505
1972,Manipur,Churachandpur,3345,2.668
1972,Manipur,Imphal East,5648,2.628
1972,Manipur,Imphal West,6997,2.571
1972,Manipur,Kamjong,155,2.523
1972,Manipur,Kangpokpi,1723,2.501
1972,Manipur,Noney,129,2.884
1972,Manipur,Senapati,3544,2.299
1972,Manipur,Tamenglong,1008,2.979
1972,Manipur,Tengnoupal,530,2.511
1972,Manipur,Thoubal,5813,2.575
1972,Manipur,Ukhrul,335,2.519
1972,Meghalaya,East Garo Hills,1560,2.337
1972,Meghalaya,East Jaintia Hills,733,1.873
1972,Meghalaya,East Khasi Hills,6971,2.428
1972,Meghalaya,North Garo Hills,2020,2.51
1972,Meghalaya,Ri Bhoi,2236,2.212
1972,Meghalaya,South Garo Hills,1339,2.419
1972,Meghalaya,South West Garo Hills,1496,2.473
1972,Meghalaya,South West Khasi Hills,892,2.52
1972,Meghalaya,West Garo Hills,5858,2.415
1972,Meghalaya,West Jaintia Hills,2645,2.051
1972,Meghalaya,West Khasi Hills,2316,2.475
1972,Mizoram,Aizawl,3338,3.583
1972,Mizoram,Champhai,826,3.585
1972,Mizoram,Kolasib,768,3.451
1972,Mizoram,Lawngtlai,848,2.904
1972,Mizoram,Lunglei,761,3.338
1972,Mizoram,Mamit,790,3.297
1972,Mizoram,Saiha,266,2.579
1972,Mizoram,Serchhip,449,3.494
1972,Nagaland,Dimapur,3866,2.66
1972,Nagaland,Kiphire,892,2.742
1972,Nagaland,Kohima,2715,2.861
1972,Nagaland,Longleng,732,2.003
1972,Nagaland,Mokokchung,1854,3.609
1972,Nagaland,Mon,1874,1.962
1972,Nagaland,Peren,794,2.646
1972,Nagaland,Phek,1674,3.016
1972,Nagaland,Pughoboto,208,2.726
1972,Nagaland,Tuensang,1445,2.376
1972,Nagaland,Wokha,1096,2.791
1972,Nagaland,Zunheboto,1039,2.81
1972,Puducherry,Karaikal,3309,3.43
1972,Puducherry,Mahe,529,2.531
1972,Puducherry,Puducherry,15635,3.355
1972,Puducherry,Yanam,613,3.041
1972,Uttar Pradesh,Agra,47014,2.509
1972,Uttar Pradesh,Aligarh,36199,2.629
1972,Uttar Pradesh,Allahabad,71327,2.558
1972,Uttar Pradesh,Amethi,12809,2.566
1972,Uttar Pradesh,Auraiyya,17747,2.634
1972,Uttar Pradesh,Badaun,39914,2.552
1972,Uttar Pradesh,Bagpat,15067,2.47
1972,Uttar Pradesh,Banda,22160,2.73
1972,Uttar Pradesh,Barabanki,25392,2.401
1972,Uttar Pradesh,Bareilly,41735,2.504
1972,Uttar Pradesh,Bijnor,35805,2.37
1972,Uttar Pradesh,Bulandshahr,37666,2.428
1972,Uttar Pradesh,Chitrakoot,9890,2.775
1972,Uttar Pradesh,Etah,19809,2.67
1972,Uttar Pradesh,Etawah,20351,2.831
1972,Uttar Pradesh,Faizabad,717,2.488
1972,Uttar Pradesh,Farrukhabad,23041,2.633
1972,Uttar Pradesh,Fatehpur,31428,2.393
1972,Uttar Pradesh,Firozabad,25596,2.604
1972,Uttar Pradesh,Gautam Buddh Nagar,23379,2.316
1972,Uttar Pradesh,Ghaziabad,55129,2.236
1972,Uttar Pradesh,Hamirpur,14072,2.564
1972,Uttar Pradesh,Hardoi,44848,2.328
1972,Uttar Pradesh,Hathras,20908,2.746
1972,Uttar Pradesh,Jalaun,24639,2.491
1972,Uttar Pradesh,Jhansi,21298,2.47
1972,Uttar Pradesh,Kannauj,22144,2.618
1972,Uttar Pradesh,Kanpur Rural,23994,2.438
1972,Uttar Pradesh,Kanpur Urban,58755,2.3
1972,Uttar Pradesh,Kasganj,16512,2.682
1972,Uttar Pradesh,Kaushambi,17350,2.588
1972,Uttar Pradesh,Kheri,42316,2.332
1972,Uttar Pradesh,Lalitpur,13057,2.793
1972,Uttar Pradesh,Lucknow,57791,2.219
1972,Uttar Pradesh,Mahoba,10140,2.582
1972,Uttar Pradesh,Mainpuri,20351,2.681
1972,Uttar Pradesh,Mathura,28854,2.398
1972,Uttar Pradesh,Mau,28,2.778
1972,Uttar Pradesh,Meerut,38260,2.493
1972,Uttar Pradesh,Moradabad,33907,2.337
1972,Uttar Pradesh,Muzaffarnagar,31358,2.635
1972,Uttar Pradesh,Pilibhit,25329,2.539
1972,Uttar Pradesh,Pratapgarh,41049,2.633
1972,Uttar Pradesh,Rae Bareli,25643,2.3
1972,Uttar Pradesh,Rampur,24016,2.501
1972,Uttar Pradesh,Saharanpur,34333,2.575
1972,Uttar Pradesh,Sambhal,21730,2.481
1972,Uttar Pradesh,Shahjahanpur,32216,2.62
1972,Uttar Pradesh,Shamli,15404,2.597
1972,Uttar Pradesh,Sitapur,37672,2.437
1972,Uttar Pradesh,Sultanpur,24792,2.65
1972,Uttar Pradesh,Unnao,36495,2.198
1972,Uttarakhand,Bageshwar,2718,1.991
1972,Uttarakhand,Chamoli,58,2.001
1972,Uttarakhand,Dehradun,28488,2.07
1972,Uttarakhand,Haridwar,15800,2.236
1972,Uttarakhand,Nainital,3682,1.957
1972,Uttarakhand,Pauri Garhwal,11821,2.096
1972,Uttarakhand,Udham Singh Nagar,347,2.111
1972,Uttarakhand,Uttarkashi,3421,2.15
1973,Andaman And Nicobar Islands,Nicobar,671,2.353
1973,Andaman And Nicobar Islands,North And Middle Andaman,1863,2.483
1973,Andaman And Nicobar Islands,South Andaman,3455,2.432
1973,Andhra Pradesh,Anantapur,29391,3.406
1973,Andhra Pradesh,Chittoor,22351,3.147
1973,Andhra Pradesh,East Godavari,61254,3.641
1973,Andhra Pradesh,Guntur,55342,3.44
1973,Andhra Pradesh,Kadapa,32531,3.36
1973,Andhra Pradesh,Krishna,52778,3.447
1973,Andhra Pradesh,Kurnool,30541,3.146
1973,Andhra Pradesh,Nellore,33539,3.338
1973,Andhra Pradesh,Prakasam,30668,3.508
1973,Andhra Pradesh,Srikakulam,31988,3.37
1973,Andhra Pradesh,Visakhapatnam,49668,3.273
1973,Andhra Pradesh,Vizianagaram,17925,3.391
1973,Andhra Pradesh,West Godavari,36120,3.59
1973,Arunachal Pradesh,Anjaw,152,2.533
1973,Arunachal Pradesh,Changlang,1538,2.135
1973,Arunachal Pradesh,Dibang Valley,119,2.059
1973,Arunachal Pradesh,East Kameng,1125,1.879
1973,Arunachal Pradesh,East Siang,1142,2.009
1973,Arunachal Pradesh,Kurung Kumey,1148,1.85
1973,Arunachal Pradesh,Lohit,349,2.35
1973,Arunachal Pradesh,Longding,870,2.0
1973,Arunachal Pradesh,Lower Dibang Valley,784,2.159
1973,Arunachal Pradesh,Lower Subansiri,875,1.834
1973,Arunachal Pradesh,Namsai,949,2.389
1973,Arunachal Pradesh,Papum Pare,1040,2.04
1973,Arunachal Pradesh,Tawang,617,1.916
1973,Arunachal Pradesh,Tirap,1174,2.047
1973,Arunachal Pradesh,Upper Siang,414,1.959
1973,Arunachal Pradesh,Upper Subansiri,676,1.917
1973,Arunachal Pradesh,West Kameng,1014,1.956
1973,Arunachal Pradesh,West Siang,2144,1.913
1973,Chandigarh,Chandigarh,7166,2.092
1973,Dadra And Nagar Haveli,Dadra And Nagar Haveli,3880,2.278
1973,Daman And Diu,Daman,1775,2.355
1973,Daman And Diu,Diu,653,2.369
1973,Goa,North Goa,11984,2.463
1973,Goa,South Goa,13271,2.501
1973,Haryana,Ambala,12516,2.326
1973,Haryana,Bhiwani,24739,2.187
1973,Haryana,Faridabad,29392,2.135
1973,Haryana,Fatehabad,13286,2.249
1973,Haryana,Gurgaon,18384,2.083
1973,Haryana,Hisar,18340,2.175
1973,Haryana,Jhajjar,16394,2.227
1973,Haryana,Jind,19469,2.297
1973,Haryana,Kaithal,14851,2.292
1973,Haryana,Karnal,20740,2.234
1973,Haryana,Kurukshetra,13232,2.4
1973,Haryana,Mahendragarh,13250,2.266
1973,Haryana,Mewat,8193,2.437
1973,Haryana,Palwal,14120,2.276
1973,Haryana,Panchkula,6743,2.188
1973,Haryana,Panipat,15037,2.189
1973,Haryana,Rewari,11816,2.181
1973,Haryana,Rohtak,17011,2.158
1973,Haryana,Sirsa,17957,2.384
1973,Haryana,Sonipat,13176,2.144
1973,Haryana,Yamunanagar,9036,2.363
1973,Himachal Pradesh,Bilaspur,5017,1.979
1973,Himachal Pradesh,Chamba,5285,1.861
1973,Himachal Pradesh,Hamirpur,6686,2.082
1973,Himachal Pradesh,Kangra,20469,2.03
1973,Himachal Pradesh,Kinnaur,835,2.003
1973,Himachal Pradesh,Kullu,4574,1.845
1973,Himachal Pradesh,Lahaul And Spiti,297,2.078
1973,Himachal Pradesh,Mandi,9042,1.911
1973,Himachal Pradesh,Shimla,7450,1.882
1973,Himachal Pradesh,Sirmaur,4051,2.08
1973,Himachal Pradesh,Solan,4753,1.91
1973,Himachal Pradesh,Una,5745,2.239
1973,Madhya Pradesh,Agar Malwa,1841,2.187
1973,Madhya Pradesh,Alirajpur,2997,2.021
1973,Madhya Pradesh,Anuppur,7160,2.178
1973,Madhya Pradesh,Ashoknagar,5290,2.203
1973,Madhya Pradesh,Balaghat,31513,2.347
1973,Madhya Pradesh,Barwani,15113,2.008
1973,Madhya Pradesh,Betul,15599,2.167
1973,Madhya Pradesh,Bhind,18531,2.313
1973,Madhya Pradesh,Bhopal,31631,2.102
1973,Madhya Pradesh,Burhanpur,5914,2.169
1973,Madhya Pradesh,Chhatarpur,12173,2.033
1973,Madhya Pradesh,Chhindwara,29977,2.156
1973,Madhya Pradesh,Damoh,17997,2.292
1973,Madhya Pradesh,Datia,7809,2.08
1973,Madhya Pradesh,Dewas,15274,2.208
1973,Madhya Pradesh,Dhar,19660,2.062
1973,Madhya Pradesh,Dindori,4887,2.011
1973,Madhya Pradesh,Guna,6066,2.119
1973,Madhya Pradesh,Gwalior,16327,2.241
1973,Madhya Pradesh,Harda,8594,2.292
1973,Madhya Pradesh,Hoshangabad,15408,2.256
1973,Madhya Pradesh,Indore,38233,2.202
1973,Madhya Pradesh,Jabalpur,13282,2.123
1973,Madhya Pradesh,Jhabua,10511,1.829
1973,Madhya Pradesh,Katni,12856,2.017
1973,Madhya Pradesh,Khandwa,11142,2.22
1973,Madhya Pradesh,Khargone,13988,2.115
1973,Madhya Pradesh,Mandla,14517,1.955
1973,Madhya Pradesh,Mandsaur,10265,2.33
1973,Madhya Pradesh,Morena,17027,2.372
1973,Madhya Pradesh,Narsinghpur,14292,2.015
1973,Madhya Pradesh,Neemuch,8201,2.329
1973,Madhya Pradesh,Panna,8181,2.268
1973,Madhya Pradesh,Raisen,16122,2.33
1973,Madhya Pradesh,Rajgarh,18408,2.354
1973,Madhya Pradesh,Ratlam,10828,2.32
1973,Madhya Pradesh,Rewa,19308,2.571
1973,Madhya Pradesh,Sagar,19870,2.402
1973,Madhya Pradesh,Satna,16080,1.947
1973,Madhya Pradesh,Sehore,15835,2.338
1973,Madhya Pradesh,Seoni,14679,2.183
1973,Madhya Pradesh,Shahdol,9151,2.199
1973,Madhya Pradesh,Shajapur,3445,2.47
1973,Madhya Pradesh,Sheopur,3494,2.304
1973,Madhya Pradesh,Shivpuri,26492,2.22
1973,Madhya Pradesh,Sidhi,9965,2.524
1973,Madhya Pradesh,Singrauli,8857,2.668
1973,Madhya Pradesh,Tikamgarh,16365,2.194
1973,Madhya Pradesh,Ujjain,13727,2.38
1973,Madhya Pradesh,Umaria,5658,2.135
1973,Madhya Pradesh,Vidisha,12630,2.193
1973,Manipur,Bishnupur,2893,2.554
1973,Manipur,Chandel,496,2.488
1973,Manipur,Churachandpur,2917,2.704
1973,Manipur,Imphal East,5165,2.625
1973,Manipur,Imphal West,6493,2.59
1973,Manipur,Kamjong,136,2.566
1973,Manipur,Kangpokpi,1733,2.486
1973,Manipur,Noney,142,2.944
1973,Manipur,Senapati,2863,2.291
1973,Manipur,Tamenglong,846,2.982
1973,Manipur,Tengnoupal,532,2.494
1973,Manipur,Thoubal,4943,2.583
1973,Manipur,Ukhrul,429,2.543
1973,Meghalaya,East Garo Hills,2022,2.347
1973,Meghalaya,East Jaintia Hills,1082,1.928
1973,Meghalaya,East Khasi Hills,8324,2.448
1973,Meghalaya,North Garo Hills,2243,2.45
1973,Meghalaya,Ri Bhoi,2489,2.25
1973,Meghalaya,South Garo Hills,1229,2.435
1973,Meghalaya,South West Garo Hills,1355,2.548
1973,Meghalaya,South West Khasi Hills,684,2.57
1973,Meghalaya,West Garo Hills,5292,2.414
1973,Meghalaya,West Jaintia Hills,2187,2.122
1973,Meghalaya,West Khasi Hills,2163,2.488
1973,Mizoram,Aizawl,3490,3.58
1973,Mizoram,Champhai,1147,3.617
1973,Mizoram,Kolasib,655,3.508
1973,Mizoram,Lawngtlai,918,2.924
1973,Mizoram,Lunglei,1079,3.307
1973,Mizoram,Mamit,1021,3.299
1973,Mizoram,Saiha,185,2.659
1973,Mizoram,Serchhip,583,3.626
1973,Nagaland,Dimapur,2787,2.76
1973,Nagaland,Kiphire,923,2.766
1973,Nagaland,Kohima,2127,2.883
1973,Nagaland,Longleng,607,2.038
1973,Nagaland,Mokokchung,2225,3.648
1973,Nagaland,Mon,2326,1.96
1973,Nagaland,Peren,929,2.695
1973,Nagaland,Phek,1611,2.952
1973,Nagaland,Pughoboto,258,2.857
1973,Nagaland,Tuensang,1738,2.394
1973,Nagaland,Wokha,1461,2.836
1973,Nagaland,Zunheboto,1143,2.833
1973,Puducherry,Karaikal,3076,3.459
1973,Puducherry,Mahe,509,2.564
1973,Puducherry,Puducherry,16821,3.347
1973,Puducherry,Yanam,708,3.112
1973,Uttar Pradesh,Agra,81461,2.471
1973,Uttar Pradesh,Aligarh,56538,2.752
1973,Uttar Pradesh,Allahabad,75699,2.62
1973,Uttar Pradesh,Amethi,18486,2.705
1973,Uttar Pradesh,Auraiyya,25740,2.728
1973,Uttar Pradesh,Badaun,40203,2.582
1973,Uttar Pradesh,Bagpat,22429,2.532
1973,Uttar Pradesh,Banda,28462,2.614
1973,Uttar Pradesh,Barabanki,43369,2.519
1973,Uttar Pradesh,Bareilly,81480,2.453
1973,Uttar Pradesh,Bijnor,64032,2.427
1973,Uttar Pradesh,Bulandshahr,68393,2.454
1973,Uttar Pradesh,Chitrakoot,15373,2.837
1973,Uttar Pradesh,Etah,32365,2.595
1973,Uttar Pradesh,Etawah,28408,2.934
1973,Uttar Pradesh,Faizabad,1439,2.603
1973,Uttar Pradesh,Farrukhabad,29049,2.687
1973,Uttar Pradesh,Fatehpur,46046,2.382
1973,Uttar Pradesh,Firozabad,44553,2.591
1973,Uttar Pradesh,Gautam Buddh Nagar,32566,2.401
1973,Uttar Pradesh,Ghaziabad,50238,2.366
1973,Uttar Pradesh,Hamirpur,19291,2.605
1973,Uttar Pradesh,Hardoi,69936,2.445
1973,Uttar Pradesh,Hathras,14436,2.729
1973,Uttar Pradesh,Jalaun,21964,2.457
1973,Uttar Pradesh,Jhansi,31840,2.602
1973,Uttar Pradesh,Kannauj,18318,2.664
1973,Uttar Pradesh,Kanpur Rural,28069,2.481
1973,Uttar Pradesh,Kanpur Urban,80148,2.245
1973,Uttar Pradesh,Kasganj,25003,2.674
1973,Uttar Pradesh,Kaushambi,19007,2.518
1973,Uttar Pradesh,Kheri,61772,2.338
1973,Uttar Pradesh,Lalitpur,18831,2.715
1973,Uttar Pradesh,Lucknow,84369,2.1
1973,Uttar Pradesh,Mahoba,12678,2.644
1973,Uttar Pradesh,Mainpuri,35624,2.724
1973,Uttar Pradesh,Mathura,39373,2.373
1973,Uttar Pradesh,Mau,59,2.844
1973,Uttar Pradesh,Meerut,64180,2.458
1973,Uttar Pradesh,Moradabad,49479,2.351
1973,Uttar Pradesh,Muzaffarnagar,42705,2.581
1973,Uttar Pradesh,Pilibhit,32113,2.765
1973,Uttar Pradesh,Pratapgarh,51078,2.728
1973,Uttar Pradesh,Rae Bareli,42592,2.353
1973,Uttar Pradesh,Rampur,40682,2.392
1973,Uttar Pradesh,Saharanpur,63027,2.578
1973,Uttar Pradesh,Sambhal,33574,2.46
1973,Uttar Pradesh,Shahjahanpur,49565,2.665
1973,Uttar Pradesh,Shamli,22137,2.532
1973,Uttar Pradesh,Sitapur,55186,2.506
1973,Uttar Pradesh,Sultanpur,34792,2.706
1973,Uttar Pradesh,Unnao,53284,2.305
1973,Uttarakhand,Bageshwar,4259,1.944
1973,Uttarakhand,Chamoli,106,2.104
1973,Uttarakhand,Dehradun,21792,2.073
1973,Uttarakhand,Haridwar,17119,2.342
1973,Uttarakhand,Nainital,4266,1.987
1973,Uttarakhand,Pauri Garhwal,8348,2.149
1973,Uttarakhand,Udham Singh Nagar,348,2.285
1973,Uttarakhand,Uttarkashi,4763,2.214
1974,Andaman And Nicobar Islands,Nicobar,486,2.313
1974,Andaman And Nicobar Islands,North And Middle Andaman,1181,2.462
1974,Andaman And Nicobar Islands,South Andaman,2261,2.407
1974,Andhra Pradesh,Anantapur,40704,3.433
1974,Andhra Pradesh,Chittoor,23050,3.141
1974,Andhra Pradesh,East Godavari,68982,3.634
1974,Andhra Pradesh,Guntur,45654,3.372
1974,Andhra Pradesh,Kadapa,39581,3.31
1974,Andhra Pradesh,Krishna,45211,3.307
1974,Andhra Pradesh,Kurnool,36177,3.195
1974,Andhra Pradesh,Nellore,32330,3.314
1974,Andhra Pradesh,Prakasam,27803,3.47
1974,Andhra Pradesh,Srikakulam,25285,3.373
1974,Andhra Pradesh,Visakhapatnam,57871,3.289
1974,Andhra Pradesh,Vizianagaram,26508,3.404
1974,Andhra Pradesh,West Godavari,41213,3.599
1974,Arunachal Pradesh,Anjaw,236,2.538
1974,Arunachal Pradesh,Changlang,859,2.19
1974,Arunachal Pradesh,Dibang Valley,34,2.176
1974,Arunachal Pradesh,East Kameng,622,1.881
1974,Arunachal Pradesh,East Siang,1841,2.055
1974,Arunachal Pradesh,Kurung Kumey,373,1.853
1974,Arunachal Pradesh,Lohit,308,2.276
1974,Arunachal Pradesh,Longding,329,1.979
1974,Arunachal Pradesh,Lower Dibang Valley,303,2.165
1974,Arunachal Pradesh,Lower Subansiri,829,1.811
1974,Arunachal Pradesh,Namsai,1827,2.414
1974,Arunachal Pradesh,Papum Pare,1478,2.049
1974,Arunachal Pradesh,Tawang,390,1.887
1974,Arunachal Pradesh,Tirap,427,2.026
1974,Arunachal Pradesh,Upper Siang,578,1.953
1974,Arunachal Pradesh,Upper Subansiri,1396,1.846
1974,Arunachal Pradesh,West Kameng,818,1.883
1974,Arunachal Pradesh,West Siang,1110,1.886
1974,Chandigarh,Chandigarh,6866,2.066
1974,Dadra And Nagar Haveli,Dadra And Nagar Haveli,4667,2.262
1974,Daman And Diu,Daman,1433,2.343
1974,Daman And Diu,Diu,631,2.353
1974,Goa,North Goa,10414,2.459
1974,Goa,South Goa,10612,2.491
1974,Haryana,Ambala,10401,2.351
1974,Haryana,Bhiwani,17071,2.208
1974,Haryana,Faridabad,28450,2.189
1974,Haryana,Fatehabad,9885,2.323
1974,Haryana,Gurgaon,19600,2.167
1974,Haryana,Hisar,13556,2.202
1974,Haryana,Jhajjar,12219,2.285
1974,Haryana,Jind,13682,2.242
1974,Haryana,Kaithal,13186,2.311
1974,Haryana,Karnal,16065,2.288
1974,Haryana,Kurukshetra,12772,2.456
1974,Haryana,Mahendragarh,10767,2.286
1974,Haryana,Mewat,11414,2.447
1974,Haryana,Palwal,11380,2.248
1974,Haryana,Panchkula,6068,2.22
1974,Haryana,Panipat,13444,2.257
1974,Haryana,Rewari,10782,2.147
1974,Haryana,Rohtak,14317,2.129
1974,Haryana,Sirsa,16151,2.342
1974,Haryana,Sonipat,16772,2.215
1974,Haryana,Yamunanagar,7563,2.245
1974,Himachal Pradesh,Bilaspur,5561,1.937
1974,Himachal Pradesh,Chamba,5818,1.884
1974,Himachal Pradesh,Hamirpur,7058,2.08
1974,Himachal Pradesh,Kangra,20845,2.04
1974,Himachal Pradesh,Kinnaur,926,2.009
1974,Himachal Pradesh,Kullu,5347,1.74
1974,Himachal Pradesh,Lahaul And Spiti,385,2.157
1974,Himachal Pradesh,Mandi,10783,1.879
1974,Himachal Pradesh,Shimla,9021,1.98
1974,Himachal Pradesh,Sirmaur,4314,1.961
1974,Himachal Pradesh,Solan,5739,1.952
1974,Himachal Pradesh,Una,6067,2.229
1974,Madhya Pradesh,Agar Malwa,3302,2.242
1974,Madhya Pradesh,Alirajpur,2163,1.976
1974,Madhya Pradesh,Anuppur,9458,2.289
1974,Madhya Pradesh,Ashoknagar,6848,2.143
1974,Madhya Pradesh,Balaghat,18906,2.417
1974,Madhya Pradesh,Barwani,8990,2.052
1974,Madhya Pradesh,Betul,22792,2.266
1974,Madhya Pradesh,Bhind,13781,2.303
1974,Madhya Pradesh,Bhopal,24562,2.128
1974,Madhya Pradesh,Burhanpur,6668,2.182
1974,Madhya Pradesh,Chhatarpur,16905,2.059
1974,Madhya Pradesh,Chhindwara,18441,2.246
1974,Madhya Pradesh,Damoh,11686,2.325
1974,Madhya Pradesh,Datia,7003,2.19
1974,Madhya Pradesh,Dewas,16287,2.256
1974,Madhya Pradesh,Dhar,11707,2.169
1974,Madhya Pradesh,Dindori,3552,2.015
1974,Madhya Pradesh,Guna,7781,2.187
1974,Madhya Pradesh,Gwalior,25143,2.258
1974,Madhya Pradesh,Harda,5338,2.292
1974,Madhya Pradesh,Hoshangabad,11880,2.284
1974,Madhya Pradesh,Indore,46298,2.219
1974,Madhya Pradesh,Jabalpur,25011,1.963
1974,Madhya Pradesh,Jhabua,7529,1.841
1974,Madhya Pradesh,Katni,20564,1.948
