Year,State,District,People,AvgSyllabicCount,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10
1986,Arunachal Pradesh,Dibang Valley,126,2.151,Sanu,Etige,Ujen,Ruchu,Jit,Eta,Tarun,Jyoti,Riku,Tathu
1986,Arunachal Pradesh,East Kameng,1057,1.886,Papi,Laxmi,Yama,Maya,Mela,Yami,Yame,Takar,Mepung,Yayo
1986,Arunachal Pradesh,East Siang,1521,2,Osi,Kaling,Omem,Tani,Yamem,Tilek,Oyi,Minam,Obang,Api
1986,Arunachal Pradesh,Kurung Kumey,1373,1.848,Bengia,Tadar,Gyamar,Takam,Tai,Kipa,Bamang,Tarh,Charu,Lokam
1986,Arunachal Pradesh,Lohit,419,2.26,Raju,Ram,Santosh,Pinky,Prem,Sunil,Md.,Suraj,Pradeep,Sunita
1986,Arunachal Pradesh,Longding,859,1.997,Pulai,Mongdam,Chailai,Piman,Phehai,Angap,Pholem,Monghai,Nyalai,Puman
1986,Arunachal Pradesh,Lower Dibang Valley,666,2.11,Asha,Anima,John,Tony,Miti,Aniyang,Anita,Sunil,Oying,Kabang
1986,Arunachal Pradesh,Lower Subansiri,1414,1.819,Likha,Toko,Hage,Kabak,Joram,Taba,Tage,Licha,Khoda,Michi
1986,Arunachal Pradesh,Namsai,1263,2.401,Rita,Anjali,Raju,Anita,Meena,Chow,Sunita,Bina,Lalita,Sita
1986,Arunachal Pradesh,Papum Pare,2518,1.998,Nabam,Techi,Tana,Taba,Tadar,Gollo,Kipa,Ngurang,Tarh,Likha
1986,Arunachal Pradesh,Tawang,744,1.909,Tsering,Tenzin,Tashi,Lham,Lobsang,Thutan,Dorjee,Rinchin,Sangey,Sonam
1986,Arunachal Pradesh,Tirap,932,2.025,Kijen,Ngona,Poyum,Yamna,Nali,Tewang,Yambo,Sijen,Pojen,Chalit
1986,Arunachal Pradesh,Upper Siang,483,1.986,Tsering,Oni,Moni,Oyin,Olak,Oman,Asha,Kalen,Pema,Gepeng
1986,Arunachal Pradesh,Upper Subansiri,1656,1.902,Yapi,Yania,Yapa,Yade,Yami,Yane,Yama,Yanga,Yani,Tania
1986,Arunachal Pradesh,West Kameng,1281,1.945,Tsering,Tashi,Rinchin,Pema,Sange,Sang,Dorjee,Nima,Pem,Sonam
1986,Arunachal Pradesh,West Siang,2836,1.875,Yapi,Iken,Yabi,Yabom,Marbom,Yajum,Pema,Kenli,Jumpi,Yape
1986,Chandigarh,Chandigarh,9065,2.046,Sunita,Ram,Sandip,Poonam,Sunil,Pooja,Mamata,Rina,Rajesh,Vijay
1986,Dadra And Nagar Haveli,Dadra And Nagar Haveli,6632,2.299,Sangita,Rajesh,Sanjay,Vijay,Ramesh,Suresh,Savita,Dinesh,Dilip,Mahesh
1986,Daman And Diu,Daman,2200,2.284,Ramesh,Vijay,Rajesh,Kamlesh,Dinesh,Sanjay,Manoj,Mukesh,Naresh,Santosh
1986,Daman And Diu,Diu,958,2.333,Laxmi,Ramesh,Bharti,Jamna,Manjula,Bhavna,Vanita,Kanta,Kalpesh,Hansa
1986,Goa,North Goa,11396,2.35,Rupesh,Reshma,Sarvesh,Sandesh,Supriya,Mahesh,Santosh,Prasad,Sunil,Sagar
1986,Goa,South Goa,13111,2.388,Santosh,Reshma,Sunita,Maria,Fatima,Rupesh,Nilesh,Vishal,Supriya,Sarvesh
1986,Haryana,Ambala,12594,2.31,Rina,Mamata,Suman,Paramjit,Pooja,Sima,Sunita,Sandip,Rajni,Rajesh
1986,Haryana,Bhiwani,20103,2.148,Suman,Sunita,Sunil,Kavita,Mukesh,Sandip,Anil,Poonam,Rajesh,Anita
1986,Haryana,Faridabad,31442,2.139,Manoj,Sunita,Sunil,Poonam,Dipak,Amita,Sima,Anita,Gita,Mukesh
1986,Haryana,Fatehabad,12850,2.406,Suman,Sunita,Vinod,Kuldip,Sunil,Sandip,Krishna,Saroj,Rajesh,Raj
1986,Haryana,Gurgaon,20022,2.094,Poonam,Suman,Sunita,Sunil,Rekha,Anita,Amita,Sima,Manoj,Manisha
1986,Haryana,Hisar,16403,2.23,Suman,Sunita,Sunil,Sandip,Rajesh,Mukesh,Kavita,Poonam,Vinod,Kuldip
1986,Haryana,Jhajjar,14158,2.119,Poonam,Suman,Sandip,Sunil,Kavita,Sima,Sunita,Pradip,Amita,Rekha
1986,Haryana,Jind,15021,2.294,Suman,Sunil,Poonam,Mukesh,Sandip,Kavita,Sunita,Rajesh,Anil,Nilam
1986,Haryana,Kaithal,16047,2.307,Suman,Rajesh,Mukesh,Naresh,Sunita,Rina,Krishna,Rekha,Sunil,Kuldip
1986,Haryana,Karnal,21342,2.127,Suman,Rina,Sima,Poonam,Rekha,Rajesh,Mina,Sunita,Sunil,Sandip
1986,Haryana,Kurukshetra,13955,2.402,Rina,Suman,Sunita,Rekha,Sima,Rajesh,Poonam,Mamata,Paramjit,Mina
1986,Haryana,Mahendragarh,12806,2.109,Suman,Sunita,Manoj,Poonam,Sunil,Anita,Mamata,Manju,Krishna,Sandip
1986,Haryana,Mewat,12643,2.489,Mubina,Mubarika,Abida,Mohammad,Imran,Sajid,Arifa,Sakir,Ruksana,Irfan
1986,Haryana,Palwal,13797,2.196,Sima,Sunita,Gita,Anita,Rekha,Kavita,Savita,Suman,Sunil,Babita
1986,Haryana,Panchkula,6808,2.298,Sima,Rina,Amita,Mamata,Pooja,Sunita,Poonam,Sandip,Suman,Rajesh
1986,Haryana,Panipat,17000,2.206,Suman,Poonam,Sunil,Sima,Sandip,Rina,Anil,Sunita,Rekha,Kavita
1986,Haryana,Rewari,13652,2.146,Poonam,Suman,Sunita,Manoj,Rekha,Sunil,Anita,Manju,Anil,Krishna
1986,Haryana,Rohtak,15259,2.14,Suman,Poonam,Sandip,Sunil,Kavita,Sima,Amita,Pradip,Sunita,Anil
1986,Haryana,Sirsa,18466,2.353,Suman,Sunita,Vinod,Saroj,Raj,Sandip,Kuldip,Krishna,Rakesh,Rajendra
1986,Haryana,Sonipat,19986,2.136,Suman,Sandip,Poonam,Sunil,Kavita,Sima,Pravin,Pradip,Anil,Amita
1986,Haryana,Yamunanagar,9508,2.288,Rina,Rajni,Rajesh,Suman,Amita,Pravin,Pradip,Mamata,Poonam,Pooja
1986,Himachal Pradesh,Bilaspur,5130,2,Rina,Sunil,Sima,Sunita,Rita,Mina,Poonam,Suman,Rakesh,Anjana
1986,Himachal Pradesh,Chamba,6204,1.952,Sima,Rina,Pavan,Rekha,Suman,Rakesh,Anita,Raj,Sunil,Asha
1986,Himachal Pradesh,Hamirpur,6809,2.06,Rina,Nisha,Sima,Ajay,Sunil,Sapna,Sunita,Anita,Vijay,Mina
1986,Himachal Pradesh,Kangra,20399,2.029,Rina,Sunita,Ajay,Sima,Sapna,Rakesh,Anita,Mina,Suman,Pooja
1986,Himachal Pradesh,Kinnaur,1120,2.026,Raj,Ram,Randeep,Chandra,Prem,Vijay,Krishna,Shiva,Amit,Anita
1986,Himachal Pradesh,Kullu,5232,1.902,Ram,Kamal,Nirmal,Chandra,Gita,Asha,Jaya,Hema,Lata,Rina
1986,Himachal Pradesh,Lahaul And Spiti,394,2.136,Randeep,Tanjina,Sonam,Ram,Keshav,Tashi,Sarita,Vinod,Renuka,Sunil
1986,Himachal Pradesh,Mandi,10630,1.967,Rina,Mina,Lata,Rita,Hema,Anita,Ram,Rakesh,Pavan,Ramesh
1986,Himachal Pradesh,Shimla,8614,2.009,Rina,Rakesh,Sunita,Nisha,Sima,Anita,Rita,Asha,Sanjiv,Ram
1986,Himachal Pradesh,Sirmaur,4531,2.015,Sunita,Rina,Sima,Kiran,Asha,Dinesh,Anil,Anita,Nilam,Mamata
1986,Himachal Pradesh,Solan,4603,2.078,Sunita,Ram,Rina,Mina,Sima,Mamata,Poonam,Nisha,Suman,Gita
1986,Himachal Pradesh,Una,5355,2.086,Sima,Rajni,Sanjiv,Rina,Raj,Sameer,Pooja,Rakesh,Ajay,Nilam
1986,Madhya Pradesh,Agar Malwa,4716,2.345,Rekha,Prem,Krishna,Kamala,Santosh,Mamata,Sangita,Mukesh,Bhagvan,Ram
1986,Madhya Pradesh,Alirajpur,4554,2.049,Ramesh,Dinesh,Raju,Ramila,Leela,Ram,Mukesh,Kali,Shankar,Kalu
1986,Madhya Pradesh,Anuppur,11812,2.269,Ram,Sunita,Santosh,Rajesh,Raj,Gita,Ashok,Anita,Ramesh,Mamata
1986,Madhya Pradesh,Ashoknagar,9234,2.214,Ram,Raj,Sunita,Anita,Mamata,Sima,Kamlesh,Rekha,Rajesh,Mukesh
1986,Madhya Pradesh,Balaghat,34594,2.336,Sunita,Anita,Lalit,Gita,Santosh,Rajesh,Lakshmi,Sarita,Mamata,Rekha
1986,Madhya Pradesh,Barwani,17499,2.11,Sunita,Anita,Dinesh,Rekha,Sangita,Mukesh,Kailash,Ramesh,Santosh,Sunil
1986,Madhya Pradesh,Betul,32000,2.269,Sunita,Sangita,Anita,Rajesh,Sunil,Mamata,Rekha,Dinesh,Lalit,Gita
1986,Madhya Pradesh,Bhind,17177,2.204,Sima,Mamata,Sunita,Ram,Anita,Rekha,Mukesh,Sunil,Manoj,Raj
1986,Madhya Pradesh,Bhopal,44045,2.135,Sunita,Mamata,Rajesh,Rekha,Sima,Sunil,Anita,Sangita,Raj,Mukesh
1986,Madhya Pradesh,Burhanpur,12999,2.17,Sunita,Anita,Sheetal,Sangita,Sanjay,Yogesh,Raju,Vinod,Ramesh,Jitendra
1986,Madhya Pradesh,Chhatarpur,30353,2.33,Ram,Sunita,Raj,Rakesh,Kamlesh,Mamata,Rajesh,Raju,Rani,Anita
1986,Madhya Pradesh,Chhindwara,34259,2.426,Sunita,Raj,Anita,Sangita,Rajesh,Sunil,Dinesh,Ram,Anil,Mukesh
1986,Madhya Pradesh,Damoh,19702,2.35,Mukesh,Raj,Savita,Rajesh,Anita,Kamlesh,Ram,Lakshmi,Sunita,Santosh
1986,Madhya Pradesh,Datia,11991,2.2,Ram,Rani,Sunita,Anita,Raj,Mamata,Mukesh,Rekha,Sima,Manoj
1986,Madhya Pradesh,Dewas,25766,2.182,Sunita,Sima,Mamata,Rajesh,Jitendra,Mukesh,Rekha,Dinesh,Sangita,Anita
1986,Madhya Pradesh,Dhar,29097,2.133,Sangita,Dinesh,Mukesh,Sunita,Santosh,Rekha,Anita,Kamala,Kailash,Rajesh
1986,Madhya Pradesh,Dindori,5663,2.245,Ram,Sunita,Santosh,Raj,Shiva,Gita,Lakshmi,Sushil,Rajesh,Mamata
1986,Madhya Pradesh,Guna,11492,2.298,Mamata,Ram,Mukesh,Sunita,Raj,Rekha,Jagdish,Manoj,Santosh,Kamlesh
1986,Madhya Pradesh,Gwalior,36563,2.271,Jitendra,Mamata,Mukesh,Manoj,Sunita,Rekha,Sima,Sunil,Anita,Rakesh
1986,Madhya Pradesh,Harda,9621,2.212,Sunita,Rajesh,Sunil,Mukesh,Anita,Santosh,Manish,Ram,Anil,Mamata
1986,Madhya Pradesh,Hoshangabad,19877,2.21,Sunita,Rajesh,Mukesh,Sunil,Ram,Raj,Santosh,Anita,Rakesh,Vinod
1986,Madhya Pradesh,Indore,68581,2.207,Sangita,Sunita,Jitendra,Rekha,Sima,Anita,Mamata,Rajesh,Sanjay,Sunil
1986,Madhya Pradesh,Jabalpur,26977,2.202,Raj,Sunita,Mukesh,Rajesh,Anita,Lakshmi,Sunil,Rekha,Santosh,Ram
1986,Madhya Pradesh,Jhabua,17157,1.911,Ramesh,Dinesh,Raju,Leela,Kali,Mukesh,Ramila,Savita,Kalu,Kailash
1986,Madhya Pradesh,Katni,23745,2.13,Raj,Ram,Sunita,Rajesh,Santosh,Anita,Sunil,Rekha,Rakesh,Ashok
1986,Madhya Pradesh,Khandwa,27428,2.27,Mukesh,Sunita,Anita,Dinesh,Sangita,Jitendra,Rakesh,Mamata,Rajesh,Santosh
1986,Madhya Pradesh,Khargone,32348,2.116,Jitendra,Mukesh,Rakesh,Sunita,Dinesh,Anita,Rekha,Mamata,Sangita,Mahesh
1986,Madhya Pradesh,Mandla,17252,2.183,Ram,Sunita,Santosh,Raj,Anita,Rajesh,Lakshmi,Shiva,Mamata,Sunil
1986,Madhya Pradesh,Mandsaur,21403,2.196,Shyam,Rekha,Mukesh,Sangita,Lalit,Dinesh,Manju,Santosh,Gopal,Shyam
1986,Madhya Pradesh,Morena,21246,2.298,Sunita,Mamata,Ram,Mukesh,Rekha,Sima,Gita,Raj,Rakesh,Anita
1986,Madhya Pradesh,Narsinghpur,16702,2.223,Ram,Rajesh,Raj,Sunita,Mukesh,Kamlesh,Mamata,Lakshmi,Anita,Savita
1986,Madhya Pradesh,Neemuch,10977,2.179,Mukesh,Rekha,Lalit,Gopal,Santosh,Shyam,Manju,Sangita,Dinesh,Vinod
1986,Madhya Pradesh,Panna,17686,2.202,Ram,Raj,Sunita,Rajesh,Mamata,Kamlesh,Rakesh,Anita,Santosh,Ashok
1986,Madhya Pradesh,Raisen,21154,2.298,Rajesh,Sunita,Raj,Ram,Anita,Santosh,Mamata,Mukesh,Sunil,Rakesh
1986,Madhya Pradesh,Rajgarh,20396,2.277,Mamata,Rekha,Jagdish,Rambabu,Sunita,Mukesh,Ram,Kamala,Santosh,Krishna
1986,Madhya Pradesh,Ratlam,21514,2.238,Sangita,Rekha,Mukesh,Dinesh,Shyam,Raju,Gopal,Lalit,Kailash,Prakash
1986,Madhya Pradesh,Rewa,41255,2.331,Sunita,Rajesh,Raj,Mamata,Sangita,Savita,Anita,Gita,Ramesh,Rakesh
1986,Madhya Pradesh,Sagar,48494,2.317,Raj,Ram,Rajesh,Lakshmi,Mukesh,Savita,Sunita,Mamata,Kamlesh,Santosh
1986,Madhya Pradesh,Satna,27862,2.141,Sunita,Raj,Rajesh,Ram,Mamata,Sangita,Rakesh,Rani,Santosh,Anita
1986,Madhya Pradesh,Sehore,17959,2.214,Mamata,Sunita,Mukesh,Sangita,Sima,Rekha,Jitendra,Anita,Rakesh,Rina
1986,Madhya Pradesh,Seoni,16475,2.249,Raj,Sunita,Anita,Ram,Rajesh,Santosh,Anil,Mamata,Sunil,Sarita
1986,Madhya Pradesh,Shahdol,17563,2.165,Ram,Sunita,Rajesh,Raj,Santosh,Gita,Munni,Mamata,Kamlesh,Shiva
1986,Madhya Pradesh,Shajapur,8651,2.26,Rekha,Mamata,Mukesh,Sima,Sunita,Sangita,Santosh,Kamala,Dinesh,Mahesh
1986,Madhya Pradesh,Sheopur,7291,2.315,Ram,Mamata,Mahavir,Mukesh,Sunita,Kamlesh,Gita,Rekha,Sima,Giriraj
1986,Madhya Pradesh,Shivpuri,23643,2.298,Ram,Mamata,Rekha,Raj,Sunita,Anita,Mukesh,Kamlesh,Rani,Lakshmi
1986,Madhya Pradesh,Sidhi,21284,2.437,Sunita,Ram,Raj,Rajesh,Ramesh,Sangita,Savita,Gita,Anita,Munni
1986,Madhya Pradesh,Singrauli,18274,2.476,Sunita,Ram,Raj,Anita,Shiva,Phoolmati,Rajesh,Santosh,Savita,Sushil
1986,Madhya Pradesh,Tikamgarh,21525,2.302,Ram,Raj,Mukesh,Mamata,Sunita,Rakesh,Kamlesh,Rekha,Raju,Rani
1986,Madhya Pradesh,Ujjain,33875,2.223,Sangita,Sima,Rekha,Jitendra,Mukesh,Kamala,Dinesh,Sunita,Anita,Sanjay
1986,Madhya Pradesh,Umaria,11722,2.184,Ram,Sunita,Rajesh,Raj,Rakesh,Ashok,Mamata,Shiva,Rani,Kamlesh
1986,Madhya Pradesh,Vidisha,20409,2.324,Raj,Ram,Sunita,Savita,Rajesh,Mukesh,Mamata,Rekha,Vinit,Rakesh
1986,Manipur,Bishnupur,4374,2.544,Oinam,Ningthoujam,Laishram,Moirangthem,Salam,Khwairakpam,Wahengbam,Haobijam,Khangembam,Thokchom
1986,Manipur,Chandel,343,2.44,Sungnem,Sankhil,Tholung,Tongsin,Pashel,Khular,Seltun,Leivon,Lunminthang,Langhu
1986,Manipur,Churachandpur,3925,2.711,David,Mary,Thang,Esther,Ching,James,Lal,Ngai,Melody,John
1986,Manipur,Imphal East,7122,2.613,Laishram,Moirangthem,Ningombam,Thokchom,Ningthoujam,Thangjam,Yumnam,Kshetrimayum,Maibam,Nongthombam
1986,Manipur,Imphal West,8876,2.564,Laishram,Ningthoujam,Yumnam,Thokchom,Moirangthem,Oinam,Naorem,Longjam,Salam,Angom
1986,Manipur,Kamjong,210,2.581,Hungyo,Shimphrui,Chithung,Ningreichon,Ringyami,Tuithung,Woreishang,Muinao,Themreishang,Mungmi
1986,Manipur,Kangpokpi,2072,2.614,Meena,Thangminlen,Nengneithem,Paominlen,Lunminthang,Lhingneilam,Lhingneichong,Krishna,Sita,Santosh
1986,Manipur,Noney,221,2.819,Gangmei,Aniam,Isaac,Thuingamlung,Obed,Peace,Hanalu,Gaichamdin,Rahiamlung,Isac
1986,Manipur,Senapati,1671,2.394,Kholi,John,Hinga,Sani,Loli,Kaisa,Peter,Kaini,Eloni,Losa
1986,Manipur,Tamenglong,1285,3.011,Miujeiliu,Jonathan,Obed,Mercy,Chungonglung,Kaduangailiu,Kangandai,Donrailiu,Bonrailiu,Tayikamle
1986,Manipur,Tengnoupal,592,2.527,Dangshawa,Thangminlen,Kodar,Charanga,Mangcha,Tontanga,Modar,Todar,Nengjalam,Hoikhonei
1986,Manipur,Thoubal,6801,2.542,Laishram,Moirangthem,Ningthoujam,Thokchom,Elangbam,Naorem,Yumnam,Mayanglambam,Kshetrimayum,Khundrakpam
1986,Manipur,Ukhrul,653,2.55,Sochipem,Yaoreila,Chihanngam,Ningreichon,Sorin,Grace,Zingran,Thingreila,Yarmichon,Ningthar
1986,Meghalaya,East Garo Hills,2563,2.405,John,Sengsrang,Walseng,Sengme,Manseng,Silman,Sabina,Nikseng,Teseng,Monika
1986,Meghalaya,East Jaintia Hills,2384,2.144,Shanbor,Sunita,Wansuk,Wanbiang,Shemphang,Emlang,Kmenlang,James,Shim,Sngewbha
1986,Meghalaya,East Khasi Hills,15218,2.625,John,Banisha,Aiborlang,Ridalin,Anita,Banteilang,Teiborlang,Banrilang,Rita,Donboklang
1986,Meghalaya,North Garo Hills,3078,2.443,John,Manseng,Rakseng,Sengrak,Sengsil,Raju,Lalitha,Silse,Sanjay,Nikseng
1986,Meghalaya,Ri Bhoi,5032,2.463,John,Lamphrang,Rita,Francis,Anthony,Ridalin,Shanbor,Krishna,Dominic,Lumlang
1986,Meghalaya,South Garo Hills,2680,2.441,Rakseng,Merina,Sengrak,Silseng,George,Sabina,Raju,Dalseng,Silman,Bijoy
1986,Meghalaya,South West Garo Hills,2643,2.48,Nur,Abdul,Anita,Rajesh,Rakseng,Menji,Rita,Sagar,Hasina,Swapna
1986,Meghalaya,South West Khasi Hills,2348,2.75,Ridalin,Teiborlin,Shainingstar,Wallambok,Meralin,Charles,Tyngshain,Daplin,Shidalin,Pdianghun
1986,Meghalaya,West Garo Hills,8819,2.454,Abdul,John,Salseng,Nur,Rajesh,Rofiqul,Abu,Sabina,Rohima,Silseng
1986,Meghalaya,West Jaintia Hills,4245,2.335,Rimiki,Riki,Ram,Bhalang,Rilang,Heimonmi,Rihun,Deibormi,Lakhon,Arki
1986,Meghalaya,West Khasi Hills,6038,2.707,Darihun,Lamphrang,Ridalin,Phrangsngi,Kyntiewlin,Khrawbor,John,Synshar,Teiborlin,Kyrshan
1986,Mizoram,Aizawl,6079,3.562,Lalremruati,David,Vanlalruati,Lalremruata,Mary,John,Lalmuanpuii,Malsawmtluangi,Malsawmtluanga,Lalawmpuii
1986,Mizoram,Champhai,2124,3.715,David,Lalmuanpuia,Lalremruata,Lalduhawma,Lalhlimpuii,Malsawmtluangi,Vanlalruati,Lalhmangaihzuali,Lalrinpuii,Malsawmtluanga
1986,Mizoram,Kolasib,1066,3.496,Lalawmpuii,Melody,Lalremruata,Lalrinkimi,Lalramnghaki,Lalrinawma,Lalmalsawmi,Lalremruati,Mary,David
1986,Mizoram,Lawngtlai,1877,2.959,Lokhi,Shanti,Maya,Kala,Chandra,Doya,Amar,Bijoy,Santi,Buddha
1986,Mizoram,Lunglei,1882,3.412,Lalthlamuani,Lalchhanhimi,Joseph,Lalawmpuii,Vanlalruata,Lokhi,Lalnunpuii,Lalthlamuana,David,Laltanpuii
1986,Mizoram,Mamit,1784,3.286,Shanti,Lalremruata,Vanlalruata,Lalrinkimi,Lalremruati,Lalnunpuia,David,Vanlalnghaka,Helen,Lalduhawma
1986,Mizoram,Saiha,533,2.976,Lalruatkimi,Lalhriatpuii,John,Joseph,Beirangia,Lalmuanpuii,Malsawmthangi,Zothanpuii,Zothanpari,Beiro
1986,Mizoram,Serchhip,965,3.617,Lalawmpuii,Remsangpuii,Lalfakzuala,Lalnunmawia,Lalawmpuia,Lalthianghlimi,Laldinpuii,Lalhmunsanga,Helen,Lalhlimpuii
1986,Nagaland,Dimapur,5186,2.794,Raju,Lily,Sunita,Mughali,James,Rita,Anita,David,Mughato,Vikali
1986,Nagaland,Kiphire,1306,2.753,Sepila,Atsali,Athong,Yangtsala,Pisela,Alemla,Amongla,Tsalila,Athrongla,Akhala
1986,Nagaland,Kohima,4069,2.998,Thejangulie,Avinuo,Kevi,Keneingunuo,Daniel,Kevilezo,Ruokuovizo,Kevilenuo,Ketholenuo,Neisanuo
1986,Nagaland,Longleng,688,2.044,Langmei,Nangnyu,Shingmei,Hongla,Yongnyu,Toivau,Motan,Along,Limei,Chuba
1986,Nagaland,Mokokchung,4201,3.602,Moarenla,Imtisenla,Chubasenla,Sentimenla,Lanutemsu,Tiarenla,Temsunaro,Tiakala,Moasenla,Sentinaro
1986,Nagaland,Mon,4217,1.935,Monyu,Bemang,Neangmai,Moba,Poangmai,Shongna,Mary,Khamhi,Niangmai,Amo
1986,Nagaland,Peren,1426,2.844,Azaile,Lhaineikim,Suilube,Ipuile,Lamminthang,Abale,Alile,Lalminthang,Izaicile,Silale
1986,Nagaland,Phek,3585,3.014,Nukulu,Vevotalu,Vesatolu,Vetalu,Vevoto,Ato,Vesuto,Vevota,Nuvotolu,Vekholu
1986,Nagaland,Pughoboto,448,2.873,Mughavi,Lovili,Abel,Vihoni,Viboto,Avitoli,Kavito,Kanili,Khuvito,Aloto
1986,Nagaland,Tuensang,3583,2.415,Naro,Khumla,Hantsula,Mongshai,Chingmak,Asangla,Sonla,Mongko,Chuba,Thangpong
1986,Nagaland,Wokha,3685,2.833,Meribeni,Abeni,Nzanthung,Mhalo,Mhabeni,Mhathung,Nchumbeni,Nzanbeni,James,Chumbeni
1986,Nagaland,Zunheboto,3343,2.938,Atoka,Nikato,Inatoli,Livi,Ilika,Mughali,Mughato,Hutoka,Inakali,Atoli
1986,Puducherry,Karaikal,3970,3.357,Mohamed,Suresh,Senthilkumar,Sudha,Kavitha,Manikandan,Revathi,Raja,Sangeetha,Uma
1986,Puducherry,Mahe,495,2.372,Muhammed,Mohammed,Remya,Arun,Sarath,Anoop,Mohamed,Niyas,Raneesh,Abdul
1986,Puducherry,Puducherry,18784,3.317,Manikandan,Lakshmi,Murugan,Sudha,Karthikeyan,Saravanan,Suresh,Vijayalakshmi,Revathi,Kavitha
1986,Puducherry,Yanam,1047,3.027,Malladi,Karri,Oleti,Sangadi,Pesingi,Palepu,Pemmadi,Rekadi,Aradadi,Kadali
1986,Uttar Pradesh,Agra,74848,2.248,Mamata,Sunita,Rekha,Sima,Anita,Manoj,Sanjay,Gita,Ram,Jitendra
1986,Uttar Pradesh,Aligarh,56249,2.331,Mamata,Sima,Sunita,Rekha,Sanjay,Manoj,Anita,Poonam,Niraj,Mukesh
1986,Uttar Pradesh,Allahabad,115080,2.322,Ram,Sunita,Rajesh,Sangita,Rakesh,Anita,Shiva,Sanjay,Vijay,Raj
1986,Uttar Pradesh,Amethi,23396,2.372,Ram,Sunita,Shiva,Vijay,Sangita,Rajesh,Anita,Raj,Rakesh,Gita
1986,Uttar Pradesh,Auraiyya,23866,2.182,Sunita,Ram,Sunil,Anita,Sima,Rekha,Mamata,Suman,Manoj,Gita
1986,Uttar Pradesh,Badaun,59797,2.327,Sunita,Mamata,Ram,Anita,Sima,Gita,Mukesh,Mina,Pappu,Rekha
1986,Uttar Pradesh,Bagpat,22373,2.263,Amit,Poonam,Sima,Rina,Pravin,Kavita,Vikash,Sachin,Anita,Manoj
1986,Uttar Pradesh,Banda,44982,2.314,Ram,Sunita,Rajesh,Shiva,Rakesh,Raj,Gita,Suman,Kamalesh,Rani
1986,Uttar Pradesh,Barabanki,45544,2.281,Ram,Sunita,Anita,Gita,Suman,Nilam,Poonam,Sunil,Shiva,Sima
