Year,State,District,People,Avg. Syllabic Count
1995,Uttar Pradesh,Moradabad,61899,2.808720657845845
1995,Uttar Pradesh,Muzaffarnagar,45059,2.7717881000466056
1995,Uttar Pradesh,Pilibhit,32731,2.9204423940606765
1995,Uttar Pradesh,Pratapgarh,53702,2.8154258686827305
1995,Uttar Pradesh,Rae Bareli,36415,2.849869559247563
1995,Uttar Pradesh,Rampur,49928,2.9455616087165515
1995,Uttar Pradesh,Saharanpur,60562,2.850467289719626
1995,Uttar Pradesh,Shahjahanpur,52455,2.9424459060146786
1995,Uttar Pradesh,Sitapur,76358,2.925325440687289
1995,Uttar Pradesh,Sultanpur,44188,2.857427355843216
1995,Uttar Pradesh,Unnao,49222,2.8481776441428632
1995,Uttarakhand,Bageshwar,4199,2.7377947130269122
1995,Uttarakhand,Chamoli,394,2.741116751269036
1995,Uttarakhand,Dehradun,30165,2.837029670147522
1995,Uttarakhand,Nainital,6991,2.792876555571449
1995,Uttarakhand,Pauri Garhwal,10376,2.749036237471087
1995,Uttarakhand,Udham Singh Nagar,1351,2.9008142116950406
1995,Uttarakhand,Uttarkashi,5269,2.9533118238754983
1996,Andhra Pradesh,Anantapur,58291,2.6048446586951672
1996,Andhra Pradesh,Chittoor,51418,2.235637325450232
1996,Andhra Pradesh,East Godavari,62033,2.712411136008253
1996,Andhra Pradesh,Guntur,61791,2.7016232137366285
1996,Andhra Pradesh,Kadapa,39494,2.7581151567326683
1996,Andhra Pradesh,Krishna,54292,2.6214543579164515
1996,Andhra Pradesh,Kurnool,57226,2.4067556704994235
1996,Andhra Pradesh,Nellore,32363,2.7743719679881345
1996,Andhra Pradesh,Prakasam,46257,2.8665283092288734
1996,Andhra Pradesh,Srikakulam,40282,2.9660642470582395
1996,Andhra Pradesh,Visakhapatnam,66156,2.756862567265252
1996,Andhra Pradesh,Vizianagaram,27839,2.906102949100183
1996,Andhra Pradesh,West Godavari,55687,2.6503851886436687
1996,Haryana,Ambala,7748,3.0885389778007237
1996,Haryana,Bhiwani,18889,2.844618561067288
1996,Haryana,Faridabad,18972,2.86943917351887
1996,Haryana,Fatehabad,11736,3.062031356509884
1996,Haryana,Gurgaon,12790,2.8402658326817827
1996,Haryana,Hisar,14556,2.8432948612256115
1996,Haryana,Jhajjar,10364,2.8363566190659983
1996,Haryana,Jind,13782,2.883979103178058
1996,Haryana,Kaithal,12272,2.997962842242503
1996,Haryana,Karnal,14404,2.897945015273536
1996,Haryana,Kurukshetra,11544,3.047037422037422
1996,Haryana,Mahendragarh,8249,2.8474966662625767
1996,Haryana,Panchkula,4118,2.988829528897522
1996,Haryana,Panipat,13358,2.8105255277736187
1996,Haryana,Rewari,10346,2.8273728977382566
1996,Haryana,Rohtak,11075,2.799638826185101
1996,Haryana,Sirsa,14806,3.149533972713765
1996,Haryana,Sonipat,13262,2.8076459055949328
1996,Haryana,Yamunanagar,5932,2.9966284558327723
1996,Himachal Pradesh,Bilaspur,3707,2.7531696789857025
1996,Himachal Pradesh,Chamba,5293,2.672208577366333
1996,Himachal Pradesh,Hamirpur,23748,2.899823143001516
1996,Himachal Pradesh,Kangra,13149,2.7863715871929418
1996,Himachal Pradesh,Kinnaur,702,2.7863247863247858
1996,Himachal Pradesh,Kullu,5032,2.682631160572337
1996,Himachal Pradesh,Mandi,7966,2.683153401958323
1996,Himachal Pradesh,Shimla,5999,2.7804634105684283
1996,Himachal Pradesh,Sirmaur,4128,2.8483527131782944
1996,Himachal Pradesh,Solan,3924,2.8713047910295617
1996,Himachal Pradesh,Una,4428,2.8742095754290875
1996,Madhya Pradesh,Balaghat,28316,3.0913617742619013
1996,Madhya Pradesh,Barwani,29137,2.9180080310258436
1996,Madhya Pradesh,Betul,25293,2.972917407978492
1996,Madhya Pradesh,Bhind,16658,2.92694200984512
1996,Madhya Pradesh,Bhopal,31409,2.826387341207933
1996,Madhya Pradesh,Chhatarpur,23646,3.076038230567538
1996,Madhya Pradesh,Chhindwara,29624,3.083918444504456
1996,Madhya Pradesh,Damoh,17735,2.9158725683676345
1996,Madhya Pradesh,Datia,8962,2.926355724168712
1996,Madhya Pradesh,Dewas,21596,2.8760881644749032
1996,Madhya Pradesh,Dhar,36384,2.9110323218997363
1996,Madhya Pradesh,Dindori,4398,3.1209640745793528
1996,Madhya Pradesh,Guna,18499,2.8722093086112763
1996,Madhya Pradesh,Gwalior,24107,2.87061849255403
1996,Madhya Pradesh,Harda,8978,2.950991312096235
1996,Madhya Pradesh,Hoshangabad,14463,2.9149554034432685
1996,Madhya Pradesh,Indore,41205,2.8257735711685474
1996,Madhya Pradesh,Jabalpur,19208,2.8292378175760096
1996,Madhya Pradesh,Jhabua,21613,2.7421921991394065
1996,Madhya Pradesh,Katni,20579,2.8984401574420526
1996,Madhya Pradesh,Khandwa,18099,2.9149124261008894
1996,Madhya Pradesh,Khargone,31422,2.907007828909681
1996,Madhya Pradesh,Mandla,13053,2.9418524477131696
1996,Madhya Pradesh,Mandsaur,15625,3.077568
1996,Madhya Pradesh,Morena,22088,2.94535494386092
1996,Madhya Pradesh,Narsinghpur,10707,2.990006537779024
1996,Madhya Pradesh,Neemuch,7357,3.0882153051515564
1996,Madhya Pradesh,Panna,15267,2.9088229514639417
1996,Madhya Pradesh,Raisen,17247,2.990954948686728
1996,Madhya Pradesh,Rajgarh,25564,3.025895790956032
1996,Madhya Pradesh,Ratlam,19221,2.9575464335882637
1996,Madhya Pradesh,Rewa,29771,2.9830371838366196
1996,Madhya Pradesh,Sagar,33244,2.9343640957766817
1996,Madhya Pradesh,Satna,20891,2.91618400268058
1996,Madhya Pradesh,Sehore,27940,2.8652827487473167
1996,Madhya Pradesh,Seoni,15170,3.082860909690178
1996,Madhya Pradesh,Shahdol,17449,2.9814316006647945
1996,Madhya Pradesh,Shajapur,7969,2.9629815535198896
1996,Madhya Pradesh,Sheopur,9059,2.9460205320675565
1996,Madhya Pradesh,Shivpuri,38804,3.0142511081331818
1996,Madhya Pradesh,Sidhi,24454,2.9329762002126443
1996,Madhya Pradesh,Tikamgarh,17695,3.062899124046341
1996,Madhya Pradesh,Ujjain,19908,2.9259594133011846
1996,Madhya Pradesh,Umaria,8894,2.9413087474702047
1996,Madhya Pradesh,Vidisha,24316,2.892005264023688
1996,Manipur,Bishnupur,2953,2.4426007450050795
1996,Manipur,Chandel,854,1.7927400468384076
1996,Manipur,Churachandpur,3816,2.5615828092243187
1996,Manipur,Imphal East,6059,2.415250041260934
1996,Manipur,Imphal West,5494,2.5282125955587915
1996,Manipur,Senapati,3613,1.9952947688901197
1996,Manipur,Tamenglong,1820,2.9115384615384614
1996,Manipur,Thoubal,6056,2.224570673712021
1996,Manipur,Ukhrul,2052,1.9717348927875245
1996,Meghalaya,East Garo Hills,2492,2.376003210272873
1996,Meghalaya,East Jaintia Hills,2446,2.4709730171708912
1996,Meghalaya,East Khasi Hills,14462,2.808117826026829
1996,Meghalaya,Ri Bhoi,5143,2.671786894808477
1996,Meghalaya,South Garo Hills,2555,2.390606653620352
1996,Meghalaya,West Garo Hills,10455,2.4352941176470586
1996,Meghalaya,West Khasi Hills,5791,2.924192712830254
1996,Mizoram,Aizawl,6914,3.068556551923633
1996,Mizoram,Champhai,2191,3.7266088544043816
1996,Mizoram,Kolasib,1845,3.2466124661246614
1996,Mizoram,Lawngtlai,2311,2.7174383383816534
1996,Mizoram,Lunglei,3016,2.6627984084880643
1996,Mizoram,Mamit,1533,3.390084801043705
1996,Mizoram,Saiha,1344,2.0193452380952377
1996,Mizoram,Serchhip,1379,3.0986221899927484
1996,Uttar Pradesh,Agra,71409,2.8271366354381096
1996,Uttar Pradesh,Aligarh,77884,2.8070848954855943
1996,Uttar Pradesh,Allahabad,102890,2.797618816211488
1996,Uttar Pradesh,Auraiyya,20553,2.797401839147569
1996,Uttar Pradesh,Bagpat,20875,2.8275449101796406
1996,Uttar Pradesh,Barabanki,45149,2.7651110766572904
1996,Uttar Pradesh,Bareilly,84419,2.8488847297409348
1996,Uttar Pradesh,Bijnor,79172,2.7993482544333856
1996,Uttar Pradesh,Bulandshahr,64864,2.8193913418845584
1996,Uttar Pradesh,Chitrakoot,18010,2.9329816768461967
1996,Uttar Pradesh,Etah,32071,2.7576938667331863
1996,Uttar Pradesh,Faizabad,1769,2.9457320520067833
1996,Uttar Pradesh,Farrukhabad,29708,2.8612494950854988
1996,Uttar Pradesh,Fatehpur,43594,2.878698903518833
1996,Uttar Pradesh,Firozabad,34329,2.804771476011536
1996,Uttar Pradesh,Gautam Buddh Nagar,24547,2.838106489591397
1996,Uttar Pradesh,Ghaziabad,38889,2.82234050759855
1996,Uttar Pradesh,Hamirpur,23748,2.899823143001516
1996,Uttar Pradesh,Hardoi,68369,2.8747531776097355
1996,Uttar Pradesh,Jalaun,26529,2.883335218063252
1996,Uttar Pradesh,Jhansi,30175,2.9281855840927924
1996,Uttar Pradesh,Kannauj,28296,2.8433347469607013
1996,Uttar Pradesh,Kanpur Rural,28460,2.7880885453267745
1996,Uttar Pradesh,Kanpur Urban,55515,2.7646221741871564
1996,Uttar Pradesh,Kaushambi,26001,2.814468674281758
1996,Uttar Pradesh,Kheri,72990,2.903548431291958
1996,Uttar Pradesh,Lalitpur,30847,3.112620352060168
1996,Uttar Pradesh,Lucknow,60648,2.7593655190608097
1996,Uttar Pradesh,Mahoba,16202,3.024194543883472
1996,Uttar Pradesh,Mainpuri,34458,2.8772708804921936
1996,Uttar Pradesh,Mathura,38376,2.8507661038148844
1996,Uttar Pradesh,Mau,58,2.9655172413793105
1996,Uttar Pradesh,Meerut,47201,2.807037986483337
1996,Uttar Pradesh,Moradabad,68723,2.78618511997439
1996,Uttar Pradesh,Muzaffarnagar,42188,2.7567554754906607
1996,Uttar Pradesh,Pilibhit,35920,2.9267260579064587
1996,Uttar Pradesh,Pratapgarh,53095,2.820792918353894
1996,Uttar Pradesh,Rae Bareli,39295,2.8761420027993383
1996,Uttar Pradesh,Rampur,55956,2.9500500393166065
1996,Uttar Pradesh,Saharanpur,59669,2.8484472674252963
1996,Uttar Pradesh,Shahjahanpur,54060,2.9535701072881984
1996,Uttar Pradesh,Sitapur,77572,2.9268808332903617
1996,Uttar Pradesh,Sultanpur,43364,2.8528733511668665
1996,Uttar Pradesh,Unnao,44685,2.8437954570885084
1996,Uttarakhand,Bageshwar,4663,2.742654943169633
1996,Uttarakhand,Chamoli,464,2.743534482758621
1996,Uttarakhand,Dehradun,27994,2.8417875258984067
1996,Uttarakhand,Nainital,6577,2.7746693021134257
1996,Uttarakhand,Pauri Garhwal,11951,2.7614425571081918
1996,Uttarakhand,Udham Singh Nagar,1629,2.9005524861878453
1996,Uttarakhand,Uttarkashi,5941,2.9543847837064465
1997,Andhra Pradesh,Anantapur,42798,2.5397214823122574
1997,Andhra Pradesh,Chittoor,42037,2.205319123629184
1997,Andhra Pradesh,East Godavari,43603,2.639818361121941
1997,Andhra Pradesh,Guntur,40586,2.641083132114522
1997,Andhra Pradesh,Kadapa,30831,2.726152249359411
1997,Andhra Pradesh,Krishna,41434,2.5844475551479458
1997,Andhra Pradesh,Kurnool,37133,2.4405515309832224
1997,Andhra Pradesh,Nellore,20959,2.7330502409466098
1997,Andhra Pradesh,Prakasam,31239,2.8134063190242964
1997,Andhra Pradesh,Srikakulam,31815,2.947100424328147
1997,Andhra Pradesh,Visakhapatnam,61565,2.717290668399253
1997,Andhra Pradesh,Vizianagaram,18245,2.8651137297889835
1997,Andhra Pradesh,West Godavari,43332,2.5862180374780763
1997,Haryana,Ambala,2270,3.040631977800724
1997,Haryana,Bhiwani,2012,2.866096561067288
1997,Haryana,Faridabad,1573,2.89682617351887
1997,Haryana,Fatehabad,1520,3.084497356509884
1997,Haryana,Gurgaon,2238,2.8418628326817825
1997,Haryana,Hisar,2197,2.8727458612256114
1997,Haryana,Jhajjar,2192,2.8187556190659984
1997,Haryana,Jind,1671,2.894244103178058
1997,Haryana,Kaithal,2255,2.991207842242503
1997,Haryana,Karnal,2154,2.934380015273536
1997,Haryana,Kurukshetra,1897,3.031316422037422
1997,Haryana,Mahendragarh,2145,2.830547666262577
1997,Haryana,Panchkula,1526,2.971606528897522
1997,Haryana,Panipat,2278,2.8115455277736188
1997,Haryana,Rewari,2210,2.8524398977382566
1997,Haryana,Rohtak,1658,2.7735338261851012
1997,Haryana,Sirsa,1692,3.151569972713765
1997,Haryana,Sonipat,2194,2.8034649055949328
1997,Haryana,Yamunanagar,1784,2.9905204558327725
1997,Himachal Pradesh,Bilaspur,3525,2.773333333333333
1997,Himachal Pradesh,Chamba,4714,2.6798896902842597
1997,Himachal Pradesh,Hamirpur,14603,2.9189207697048563
1997,Himachal Pradesh,Kangra,11421,2.8034322738814463
1997,Himachal Pradesh,Kinnaur,559,2.7960644007155637
1997,Himachal Pradesh,Kullu,4323,2.7099236641221376
1997,Himachal Pradesh,Mandi,7163,2.7018009214016474
1997,Himachal Pradesh,Shimla,5312,2.7814382530120483
1997,Himachal Pradesh,Sirmaur,3548,2.8638669673055244
1997,Himachal Pradesh,Solan,3452,2.887311703360371
1997,Himachal Pradesh,Una,3990,2.87593984962406
1997,Madhya Pradesh,Balaghat,2238,3.086823774261901
1997,Madhya Pradesh,Barwani,2278,2.9417980310258436
1997,Madhya Pradesh,Betul,2102,2.973691407978492
1997,Madhya Pradesh,Bhind,1805,2.93345500984512
1997,Madhya Pradesh,Bhopal,2092,2.825690341207933
1997,Madhya Pradesh,Chhatarpur,1528,3.084492230567538
1997,Madhya Pradesh,Chhindwara,2136,3.075974444504456
1997,Madhya Pradesh,Damoh,2134,2.9188585683676345
1997,Madhya Pradesh,Datia,1876,2.900318724168712
1997,Madhya Pradesh,Dewas,1653,2.853867164474903
1997,Madhya Pradesh,Dhar,1988,2.9262323218997364
1997,Madhya Pradesh,Dindori,1569,3.1193560745793527
1997,Madhya Pradesh,Guna,1976,2.857755308611276
1997,Madhya Pradesh,Gwalior,1917,2.85646449255403
1997,Madhya Pradesh,Harda,1521,2.925484312096235
1997,Madhya Pradesh,Hoshangabad,1554,2.9360154034432684
1997,Madhya Pradesh,Indore,1709,2.8417705711685475
1997,Madhya Pradesh,Jabalpur,2061,2.8480498175760096
1997,Madhya Pradesh,Jhabua,1833,2.7730931991394066
1997,Madhya Pradesh,Katni,2069,2.8805451574420524
1997,Madhya Pradesh,Khandwa,1829,2.9510484261008894
1997,Madhya Pradesh,Khargone,2165,2.887853828909681
1997,Madhya Pradesh,Mandla,1580,2.9415224477131696
1997,Madhya Pradesh,Mandsaur,2041,3.070122
1997,Madhya Pradesh,Morena,2123,2.91231694386092
1997,Madhya Pradesh,Narsinghpur,1780,3.011804537779024
1997,Madhya Pradesh,Neemuch,2177,3.0866683051515564
1997,Madhya Pradesh,Panna,1736,2.8813969514639415
1997,Madhya Pradesh,Raisen,1560,2.970509948686728
1997,Madhya Pradesh,Rajgarh,2086,2.999162790956032
1997,Madhya Pradesh,Ratlam,2283,2.982586433588264
1997,Madhya Pradesh,Rewa,2181,2.9804081838366194
1997,Madhya Pradesh,Sagar,1761,2.9458580957766816
1997,Madhya Pradesh,Satna,1704,2.93639000268058
1997,Madhya Pradesh,Sehore,1679,2.8692567487473166
1997,Madhya Pradesh,Seoni,2174,3.058292909690178
1997,Madhya Pradesh,Shahdol,1605,2.9412256006647945
1997,Madhya Pradesh,Shajapur,2022,2.9556435535198897
1997,Madhya Pradesh,Sheopur,2006,2.9169195320675567
1997,Madhya Pradesh,Shivpuri,1649,3.0368871081331816
1997,Madhya Pradesh,Sidhi,1618,2.8939372002126444
1997,Madhya Pradesh,Tikamgarh,1591,3.025824124046341
1997,Madhya Pradesh,Ujjain,2109,2.9456634133011845
1997,Madhya Pradesh,Umaria,1972,2.8961597474702048
1997,Madhya Pradesh,Vidisha,1859,2.864578264023688
1997,Manipur,Bishnupur,3314,2.457453228726614
1997,Manipur,Chandel,786,1.7290076335877862
1997,Manipur,Churachandpur,3259,2.544031911629334
1997,Manipur,Imphal East,6107,2.4486654658588507
1997,Manipur,Imphal West,6245,2.541072858286629
1997,Manipur,Senapati,1732,1.9249422632794453
1997,Manipur,Tamenglong,1358,2.9219440353460966
1997,Manipur,Thoubal,6530,2.2459418070444106
1997,Manipur,Ukhrul,1913,1.9874542603240983
1997,Meghalaya,East Garo Hills,2236,2.3653846153846154
1997,Meghalaya,East Jaintia Hills,2414,2.4979287489643744
1997,Meghalaya,East Khasi Hills,13961,2.83016975861328
1997,Meghalaya,Ri Bhoi,5036,2.6650119142176334
1997,Meghalaya,South Garo Hills,2669,2.393780442113151
1997,Meghalaya,West Garo Hills,10509,2.439147397468836
1997,Meghalaya,West Khasi Hills,5912,2.9409675236806496
1997,Mizoram,Aizawl,6797,3.101662498160953
1997,Mizoram,Champhai,2314,3.7372515125324113
1997,Mizoram,Kolasib,1919,3.2470036477331945
1997,Mizoram,Lawngtlai,2228,2.574506283662477
1997,Mizoram,Lunglei,3017,2.710971163407358
1997,Mizoram,Mamit,1497,3.321977287909152
1997,Mizoram,Saiha,1272,2.0526729559748427
1997,Mizoram,Serchhip,1299,3.167821401077752
1997,Uttar Pradesh,Agra,41160,2.8309523809523816
1997,Uttar Pradesh,Aligarh,34990,2.8621891969134037
1997,Uttar Pradesh,Allahabad,43130,2.7691398098771156
1997,Uttar Pradesh,Auraiyya,14481,2.7929010427456658
1997,Uttar Pradesh,Bagpat,12959,2.8306968130256966
1997,Uttar Pradesh,Barabanki,24120,2.7750414593698176
1997,Uttar Pradesh,Bareilly,42053,2.82136827336932
1997,Uttar Pradesh,Bijnor,44273,2.8175185779143046
1997,Uttar Pradesh,Bulandshahr,38354,2.8632997862022216
1997,Uttar Pradesh,Chitrakoot,9284,2.9182464454976302
1997,Uttar Pradesh,Etah,13811,2.7806096589674896
1997,Uttar Pradesh,Faizabad,937,2.8431163287086445
1997,Uttar Pradesh,Farrukhabad,19382,2.848312867609122
1997,Uttar Pradesh,Fatehpur,23711,2.867656362026064
1997,Uttar Pradesh,Firozabad,23901,2.790176143257604
1997,Uttar Pradesh,Gautam Buddh Nagar,15605,2.8404998397949366
1997,Uttar Pradesh,Ghaziabad,25794,2.8248429867411025
1997,Uttar Pradesh,Hamirpur,14603,2.9189207697048563
1997,Uttar Pradesh,Hardoi,23407,2.9763318665356517
1997,Uttar Pradesh,Jalaun,15615,2.8590457893051555
1997,Uttar Pradesh,Jhansi,20143,2.9088517102715583
1997,Uttar Pradesh,Kannauj,12120,2.8193894389438943
1997,Uttar Pradesh,Kanpur Rural,21941,2.7794084134724946
1997,Uttar Pradesh,Kanpur Urban,31752,2.7650541698160747
1997,Uttar Pradesh,Kaushambi,12839,2.803878806760652
1997,Uttar Pradesh,Kheri,43024,2.904797322424693
1997,Uttar Pradesh,Lalitpur,22334,3.0894600161189216
1997,Uttar Pradesh,Lucknow,32445,2.761534905224225
1997,Uttar Pradesh,Mahoba,10865,2.986654394845836
1997,Uttar Pradesh,Mainpuri,19803,2.8460839266777764
1997,Uttar Pradesh,Mathura,24743,2.8410863678616174
1997,Uttar Pradesh,Mau,26,3.0
1997,Uttar Pradesh,Meerut,27283,2.793754352527215
1997,Uttar Pradesh,Moradabad,38716,2.775880772807108
1997,Uttar Pradesh,Muzaffarnagar,29883,2.7751564434628384
1997,Uttar Pradesh,Pilibhit,22629,2.884042600203278
1997,Uttar Pradesh,Pratapgarh,25000,2.81616
1997,Uttar Pradesh,Rae Bareli,19374,2.8402498193455146
1997,Uttar Pradesh,Rampur,23706,2.9241542225596886
1997,Uttar Pradesh,Saharanpur,40450,2.8287762669962917
1997,Uttar Pradesh,Shahjahanpur,25676,2.8958949992210625
1997,Uttar Pradesh,Sitapur,43820,2.902829758101324
1997,Uttar Pradesh,Sultanpur,25890,2.82468134414832
1997,Uttar Pradesh,Unnao,19363,2.8260083664721374
1997,Uttarakhand,Bageshwar,3466,2.726197345643393
1997,Uttarakhand,Chamoli,533,2.6979362101313322
1997,Uttarakhand,Dehradun,22576,2.8492204110559887
1997,Uttarakhand,Nainital,5553,2.777237529263461
1997,Uttarakhand,Pauri Garhwal,10034,2.767390871038469
1997,Uttarakhand,Udham Singh Nagar,1977,2.87202832574608
1997,Uttarakhand,Uttarkashi,4754,2.949516196886832
1998,Andhra Pradesh,Anantapur,19635,2.4609625668449198
1998,Andhra Pradesh,Chittoor,15019,2.173247220187762
1998,Andhra Pradesh,East Godavari,14259,2.6033382425135003
1998,Andhra Pradesh,Guntur,17508,2.6250856751199447
1998,Andhra Pradesh,Kadapa,15236,2.6965082698871097
1998,Andhra Pradesh,Krishna,18656,2.5399335334476842
1998,Andhra Pradesh,Kurnool,19492,2.4656782269649087
1998,Andhra Pradesh,Nellore,7184,2.6840200445434297
1998,Andhra Pradesh,Prakasam,10988,2.718875136512559
1998,Andhra Pradesh,Srikakulam,17546,2.889604468254873
1998,Andhra Pradesh,Visakhapatnam,48546,2.671054257817328
1998,Andhra Pradesh,Vizianagaram,7894,2.8360780339498355
1998,Andhra Pradesh,West Godavari,11517,2.548406703134497
1998,Haryana,Ambala,2316,3.1882556131260795
1998,Haryana,Bhiwani,6734,2.872735372735373
1998,Haryana,Faridabad,4865,2.883042137718397
1998,Haryana,Fatehabad,5831,3.1414851654947693
1998,Haryana,Gurgaon,5309,2.8632510830664915
1998,Haryana,Hisar,5070,2.8743589743589744
1998,Haryana,Jhajjar,3249,2.8479532163742687
1998,Haryana,Jind,5189,2.9078820582000384
1998,Haryana,Kaithal,4274,3.0837622835751053
1998,Haryana,Karnal,4122,2.934497816593886
1998,Haryana,Kurukshetra,4460,3.0948430493273533
1998,Haryana,Mahendragarh,4348,2.895124195032199
1998,Haryana,Panchkula,1497,3.0434201736806945
1998,Haryana,Panipat,5276,2.8288476118271424
1998,Haryana,Rewari,5250,2.8647619047619046
1998,Haryana,Rohtak,3469,2.8284808302104354
1998,Haryana,Sirsa,7459,3.2210752111543104
1998,Haryana,Sonipat,4241,2.8476774345673186
1998,Haryana,Yamunanagar,2210,3.0764705882352943
1998,Himachal Pradesh,Bilaspur,3016,2.7811671087533156
1998,Himachal Pradesh,Chamba,3755,2.7043941411451398
1998,Himachal Pradesh,Hamirpur,12169,2.875749856191963
1998,Himachal Pradesh,Kangra,9378,2.837065472382171
1998,Himachal Pradesh,Kinnaur,511,2.767123287671233
1998,Himachal Pradesh,Kullu,4022,2.6946792640477373
1998,Himachal Pradesh,Mandi,6425,2.7047470817120622
1998,Himachal Pradesh,Shimla,4696,2.7970613287904604
1998,Himachal Pradesh,Sirmaur,3207,2.8537574056750863
1998,Himachal Pradesh,Solan,2867,2.8835019183815835
1998,Himachal Pradesh,Una,3401,2.8891502499264923
1998,Madhya Pradesh,Balaghat,14801,3.025741503952436
1998,Madhya Pradesh,Barwani,7207,2.8457055640349664
1998,Madhya Pradesh,Betul,15203,2.9670459777675458
1998,Madhya Pradesh,Bhind,9655,2.9092698083894355
1998,Madhya Pradesh,Bhopal,15559,2.8300019281444824
1998,Madhya Pradesh,Chhatarpur,11549,2.9996536496666377
1998,Madhya Pradesh,Chhindwara,17787,3.0462697475684486
1998,Madhya Pradesh,Damoh,10770,2.9112349117920147
1998,Madhya Pradesh,Datia,3748,2.9538420490928496
1998,Madhya Pradesh,Dewas,10243,2.8789417162940545
1998,Madhya Pradesh,Dhar,8490,2.8859835100117786
1998,Madhya Pradesh,Dindori,2492,3.059390048154093
1998,Madhya Pradesh,Guna,6674,2.9145939466586754
1998,Madhya Pradesh,Gwalior,11796,2.8840284842319432
1998,Madhya Pradesh,Harda,4653,2.9540081667741243
1998,Madhya Pradesh,Hoshangabad,7429,2.9063130973213083
1998,Madhya Pradesh,Indore,17904,2.8384718498659516
1998,Madhya Pradesh,Jabalpur,10919,2.8321274842018505
1998,Madhya Pradesh,Jhabua,10283,2.766896819994165
1998,Madhya Pradesh,Katni,11234,2.8539255830514514
1998,Madhya Pradesh,Khandwa,8615,2.9123621590249567
1998,Madhya Pradesh,Khargone,9088,2.9326584507042255
1998,Madhya Pradesh,Mandla,6404,2.952998126171143
1998,Madhya Pradesh,Mandsaur,8265,3.154627949183303
1998,Madhya Pradesh,Morena,9728,2.9217722039473686
1998,Madhya Pradesh,Narsinghpur,5467,3.0023779037863543
1998,Madhya Pradesh,Neemuch,4780,3.0401673640167366
1998,Madhya Pradesh,Panna,7639,2.850373085482393
1998,Madhya Pradesh,Raisen,5654,2.9200565970993986
1998,Madhya Pradesh,Rajgarh,7405,2.953679945982444
1998,Madhya Pradesh,Ratlam,9322,2.9391761424586997
1998,Madhya Pradesh,Rewa,15738,3.035455585207777
1998,Madhya Pradesh,Sagar,14359,2.8951180444320634
1998,Madhya Pradesh,Satna,14977,2.9474527609000467
1998,Madhya Pradesh,Sehore,9918,2.8854607783827384
1998,Madhya Pradesh,Seoni,9494,3.021803244154203
1998,Madhya Pradesh,Shahdol,9888,2.9526699029126213
1998,Madhya Pradesh,Shajapur,3856,2.9725103734439835
1998,Madhya Pradesh,Sheopur,4387,3.01322087987235
1998,Madhya Pradesh,Shivpuri,10420,2.924280230326296
1998,Madhya Pradesh,Sidhi,9049,2.9721516189634216
1998,Madhya Pradesh,Tikamgarh,8383,3.030776571633067
1998,Madhya Pradesh,Ujjain,9007,2.9092927722882203
1998,Madhya Pradesh,Umaria,6258,2.9173857462448067
1998,Madhya Pradesh,Vidisha,8297,2.877305050018079
1998,Manipur,Bishnupur,3062,2.4709340300457217
1998,Manipur,Chandel,626,1.8274760383386581
1998,Manipur,Churachandpur,2626,2.535795887281036
1998,Manipur,Imphal East,5922,2.4175954069571093
1998,Manipur,Imphal West,6008,2.5376165113182423
1998,Manipur,Senapati,1435,1.8662020905923344
1998,Manipur,Tamenglong,1043,2.9050814956855224
1998,Manipur,Thoubal,6153,2.2670242158296765
1998,Manipur,Ukhrul,1841,2.0673546985334057
1998,Meghalaya,East Garo Hills,1924,2.3955301455301456
1998,Meghalaya,East Jaintia Hills,2419,2.558495245969409
1998,Meghalaya,East Khasi Hills,12527,2.8459327851840026
1998,Meghalaya,Ri Bhoi,4560,2.6633771929824563
1998,Meghalaya,South Garo Hills,2297,2.377884196778407
1998,Meghalaya,West Garo Hills,11040,2.425905797101449
1998,Meghalaya,West Khasi Hills,5350,2.97196261682243
1998,Mizoram,Aizawl,6401,3.016091235744415
1998,Mizoram,Champhai,2366,3.741335587489434
1998,Mizoram,Kolasib,1819,3.245189664650907
1998,Mizoram,Lawngtlai,2136,2.504681647940075
1998,Mizoram,Lunglei,3019,2.669095727061941
1998,Mizoram,Mamit,1432,3.295391061452514
1998,Mizoram,Saiha,1273,1.9591516103692064
1998,Mizoram,Serchhip,1325,3.107924528301887
1998,Uttar Pradesh,Agra,34477,2.804565362415524
1998,Uttar Pradesh,Aligarh,28950,2.850017271157168
1998,Uttar Pradesh,Allahabad,30889,2.7565152643335815
1998,Uttar Pradesh,Auraiyya,13654,2.7200820272447634
1998,Uttar Pradesh,Bagpat,9841,2.8028655624428414
1998,Uttar Pradesh,Barabanki,15639,2.80644542489929
1998,Uttar Pradesh,Bareilly,26646,2.8347594385648884
1998,Uttar Pradesh,Bijnor,30091,2.808979429065169
1998,Uttar Pradesh,Bulandshahr,24156,2.837845669812883
1998,Uttar Pradesh,Chitrakoot,7791,2.8823000898472597
1998,Uttar Pradesh,Etah,13093,2.7715573207057207
1998,Uttar Pradesh,Faizabad,662,2.7462235649546827
1998,Uttar Pradesh,Farrukhabad,18090,2.829519071310116
1998,Uttar Pradesh,Fatehpur,13960,2.8370343839541547
1998,Uttar Pradesh,Firozabad,21867,2.822929528513285
1998,Uttar Pradesh,Gautam Buddh Nagar,12382,2.843724761750929
1998,Uttar Pradesh,Ghaziabad,18256,2.8299737072743207
1998,Uttar Pradesh,Hamirpur,12169,2.875749856191963
