Year,State,District,GDP
1996,Madhya Pradesh,Khandwa,1609.736890372489
1996,Madhya Pradesh,Raisen,1331.3783106730834
1996,Madhya Pradesh,Barwani,744.2875789293895
1996,Madhya Pradesh,Tikamgarh,685.4603756381781
1996,Madhya Pradesh,Sheopur,521.4083027713848
1996,Madhya Pradesh,Hoshangabad,686.7110509836194
1996,Madhya Pradesh,Dindori,235.45092314441945
1996,Madhya Pradesh,Khargone,752.0459040260617
1996,Madhya Pradesh,Chhindwara,1740.4427224222195
1996,Madhya Pradesh,Rewa,1252.2676965673268
1996,Madhya Pradesh,Sehore,1247.9011435138316
1996,Madhya Pradesh,Jabalpur,2263.647867512264
1996,Madhya Pradesh,Dewas,1324.5942712618132
1996,Madhya Pradesh,Mandla,264.98268372500456
1996,Madhya Pradesh,Narsinghpur,1942.2186459040945
1996,Madhya Pradesh,Mandsaur,1573.2052800587494
1996,Madhya Pradesh,Seoni,1244.7313293499071
1996,Madhya Pradesh,Damoh,975.4574536514953
1996,Madhya Pradesh,Rajgarh,829.8234140309297
1996,Madhya Pradesh,Betul,905.4175990667952
1996,Madhya Pradesh,Chhatarpur,675.2933303420008
1996,Madhya Pradesh,Jhabua,523.0043645225966
1996,Madhya Pradesh,Satna,1261.4184072807952
1996,Madhya Pradesh,Ujjain,2022.3105857071635
1996,Madhya Pradesh,Umaria,389.90111454389495
1996,Madhya Pradesh,Shajapur,1434.0715028545187
1996,Madhya Pradesh,Katni,1417.5431204348342
1996,Madhya Pradesh,Guna,1389.7807579090802
1996,Madhya Pradesh,Neemuch,1373.807835508806
1996,Madhya Pradesh,Ratlam,1291.4005159511535
1996,Madhya Pradesh,Morena,1437.582251544651
1996,Madhya Pradesh,Bhind,1172.1758993529506
1996,Madhya Pradesh,Shivpuri,1265.9842592491527
1996,Madhya Pradesh,Bhopal,2025.182353003266
1996,Madhya Pradesh,Panna,594.1025398845472
1996,Madhya Pradesh,Vidisha,1151.0519701373958
1996,Madhya Pradesh,Indore,6709.044691896698
1996,Madhya Pradesh,Balaghat,722.9558692865184
1996,Madhya Pradesh,Gwalior,1526.9657990689013
1996,Madhya Pradesh,Sidhi,2131.699759100125
1996,Madhya Pradesh,Dhar,1384.4359215538345
1996,Madhya Pradesh,Shahdol,1348.844126808311
1996,Madhya Pradesh,Datia,549.8399185858799
1996,Madhya Pradesh,Sagar,1114.9300284045264
1996,Madhya Pradesh,Harda,787.9455979840933
1996,Manipur,Senapati,680.0719994213463
1996,Manipur,Ukhrul,443.2870872901901
1996,Manipur,Churachandpur,597.9279947442689
1996,Manipur,Imphal West,1218.0776995716376
1996,Manipur,Thoubal,973.7659283670514
1996,Manipur,Tamenglong,259.46429292545946
1996,Manipur,Imphal East,1437.3782680147415
1996,Manipur,Bishnupur,1266.7307078878216
1996,Manipur,Chandel,390.5997280452772
1996,Meghalaya,West Garo Hills,457.8237539887912
1996,Meghalaya,East Garo Hills,278.06257752032604
1996,Meghalaya,West Khasi Hills,493.46015048370026
1996,Meghalaya,South Garo Hills,500.0646432191578
1996,Meghalaya,East Jaintia Hills,849.3245963319772
1996,Meghalaya,Ri Bhoi,654.4800195067015
1996,Meghalaya,East Khasi Hills,1561.45185039822
1996,Mizoram,Champhai,319.79009642200486
1996,Mizoram,Lawngtlai,253.5233858015171
1996,Mizoram,Aizawl,672.0137335422266
1996,Mizoram,Saiha,378.91240237215777
1996,Mizoram,Mamit,278.1749039188147
1996,Mizoram,Lunglei,449.32304747582316
1996,Mizoram,Serchhip,520.1917402549446
1996,Mizoram,Kolasib,341.7300534356048
1996,Uttar Pradesh,Jhansi,1436.045242685421
1996,Uttar Pradesh,Mainpuri,1080.4250811262634
1996,Uttar Pradesh,Sitapur,825.6040600197406
1996,Uttar Pradesh,Allahabad,3381.1111560851473
1996,Uttar Pradesh,Pilibhit,1402.4446847284878
1996,Uttar Pradesh,Bareilly,1662.9604206885178
1996,Uttar Pradesh,Bulandshahr,1586.9168802321274
1996,Uttar Pradesh,Aligarh,2085.711801706959
1996,Uttar Pradesh,Mau,1150.260679507139
1996,Uttar Pradesh,Pratapgarh,1417.7133382058971
1996,Uttar Pradesh,Mathura,1026.2140196284788
1996,Uttar Pradesh,Kanpur Rural,969.4494010967128
1996,Uttar Pradesh,Muzaffarnagar,3571.398775947714
1996,Uttar Pradesh,Shahjahanpur,1264.4650760616698
1996,Uttar Pradesh,Auraiyya,1302.4995842617716
1996,Uttar Pradesh,Chitrakoot,235.4020962811377
1996,Uttar Pradesh,Moradabad,2143.9041988014906
1996,Uttar Pradesh,Sultanpur,845.0245336068333
1996,Uttar Pradesh,Meerut,3770.625462915412
1996,Uttar Pradesh,Fatehpur,835.6135096761627
1996,Uttar Pradesh,Unnao,849.9645318500577
1996,Uttar Pradesh,Hardoi,952.1866837540114
1996,Uttar Pradesh,Bijnor,1950.9516640466345
1996,Uttar Pradesh,Lalitpur,393.8191902239871
1996,Uttar Pradesh,Hamirpur,2955.6806691319202
1996,Uttar Pradesh,Kanpur Urban,3404.5170527139007
1996,Uttar Pradesh,Faizabad,775.5046836787842
1996,Uttar Pradesh,Farrukhabad,1359.7984970359328
1996,Uttar Pradesh,Saharanpur,1832.583851679955
1996,Uttar Pradesh,Rampur,1222.3799254656278
1996,Uttar Pradesh,Barabanki,821.5406637321408
1996,Uttar Pradesh,Kaushambi,348.67063846451583
1996,Uttar Pradesh,Lucknow,3941.2304226348165
1996,Uttar Pradesh,Ghaziabad,4991.738178801258
1996,Uttar Pradesh,Gautam Buddh Nagar,2182.081363972832
1996,Uttar Pradesh,Firozabad,1061.4642920338952
1996,Uttar Pradesh,Kheri,1603.4411248361819
1996,Uttar Pradesh,Agra,2562.014606699258
1996,Uttar Pradesh,Etah,1380.3315462870994
1996,Uttar Pradesh,Rae Bareli,697.2098008298259
1996,Uttar Pradesh,Mahoba,404.79368560770683
1996,Uttar Pradesh,Kannauj,874.4708766018871
1996,Uttar Pradesh,Bagpat,818.1400123021358
1996,Uttar Pradesh,Jalaun,1445.3393368554905
1996,Uttarakhand,Udham Singh Nagar,1432.882304966367
1996,Uttarakhand,Chamoli,308.2502078509527
1996,Uttarakhand,Bageshwar,249.6049401548132
1996,Uttarakhand,Nainital,1889.8719269061842
1996,Uttarakhand,Uttarkashi,301.9296068299547
1996,Uttarakhand,Pauri Garhwal,446.1268246482816
1996,Uttarakhand,Dehradun,1406.7530066677502
1997,Andhra Pradesh,East Godavari,9346.869445224998
1997,Andhra Pradesh,Vizianagaram,726.3413496891977
1997,Andhra Pradesh,Guntur,8516.701851175885
1997,Andhra Pradesh,Kurnool,2310.6063115617585
1997,Andhra Pradesh,Visakhapatnam,7929.296800831546
1997,Andhra Pradesh,Prakasam,2282.006725263357
1997,Andhra Pradesh,Krishna,5422.681050942963
1997,Andhra Pradesh,West Godavari,9778.204487867964
1997,Andhra Pradesh,Kadapa,2243.2073672549336
1997,Andhra Pradesh,Anantapur,2103.8213649273002
1997,Andhra Pradesh,Chittoor,3411.4882493058412
1997,Andhra Pradesh,Srikakulam,1018.5805210784357
1997,Andhra Pradesh,Nellore,2703.5169870383675
1997,Haryana,Kurukshetra,3800.1277011986663
1997,Haryana,Ambala,2823.8354995892737
1997,Haryana,Panchkula,2382.8117511058226
1997,Haryana,Fatehabad,2222.636020260501
1997,Haryana,Sonipat,3017.736120880627
1997,Haryana,Gurgaon,9888.978306015944
1997,Haryana,Sirsa,978.5074710036206
1997,Haryana,Bhiwani,2402.5304091581866
1997,Haryana,Faridabad,8778.915257872395
1997,Haryana,Panipat,3929.202899430458
1997,Haryana,Yamunanagar,1505.2534467038572
1997,Haryana,Kaithal,1979.200956683331
1997,Haryana,Jhajjar,1860.0123367273661
1997,Haryana,Jind,1597.7454132486969
1997,Haryana,Mahendragarh,1814.11397875233
1997,Haryana,Hisar,3117.240803341907
1997,Haryana,Rewari,3145.611313468425
1997,Haryana,Karnal,3986.270822928714
1997,Haryana,Rohtak,2640.1736913742843
1997,Himachal Pradesh,Mandi,1810.8693156673237
1997,Himachal Pradesh,Una,966.237751035404
1997,Himachal Pradesh,Hamirpur,3194.644240720605
1997,Himachal Pradesh,Kangra,1017.3026986330988
1997,Himachal Pradesh,Bilaspur,1259.4371985234434
1997,Himachal Pradesh,Kullu,1203.1847686416927
1997,Himachal Pradesh,Kinnaur,627.7644900998043
1997,Himachal Pradesh,Chamba,817.4526499850219
1997,Himachal Pradesh,Solan,1679.5063323751629
1997,Himachal Pradesh,Shimla,1152.5103738728073
1997,Himachal Pradesh,Sirmaur,1536.412225138618
1997,Madhya Pradesh,Khandwa,1634.3651177467934
1997,Madhya Pradesh,Raisen,1337.2917490060836
1997,Madhya Pradesh,Barwani,810.1949430960346
1997,Madhya Pradesh,Tikamgarh,722.9243038238086
1997,Madhya Pradesh,Sheopur,556.6032644517052
1997,Madhya Pradesh,Hoshangabad,705.8937465083881
1997,Madhya Pradesh,Dindori,259.6002752554209
1997,Madhya Pradesh,Khargone,784.3414697203502
1997,Madhya Pradesh,Chhindwara,1814.3714262045985
1997,Madhya Pradesh,Rewa,1243.1426580561329
1997,Madhya Pradesh,Sehore,1237.1592882270932
1997,Madhya Pradesh,Jabalpur,2326.3476394618187
1997,Madhya Pradesh,Dewas,1434.2906732483773
1997,Madhya Pradesh,Mandla,291.59388815926104
1997,Madhya Pradesh,Narsinghpur,2143.83399358538
1997,Madhya Pradesh,Mandsaur,1718.375068287829
1997,Madhya Pradesh,Seoni,1230.0360434855502
1997,Madhya Pradesh,Damoh,1036.9790108374068
1997,Madhya Pradesh,Rajgarh,957.063401198456
1997,Madhya Pradesh,Betul,950.6288980018373
1997,Madhya Pradesh,Chhatarpur,730.3961570190967
1997,Madhya Pradesh,Jhabua,554.2992839297864
1997,Madhya Pradesh,Satna,1358.1519114085395
1997,Madhya Pradesh,Ujjain,2048.9522894817287
1997,Madhya Pradesh,Umaria,391.20563616098707
1997,Madhya Pradesh,Shajapur,1484.9192283740372
1997,Madhya Pradesh,Katni,1511.7576363333053
1997,Madhya Pradesh,Guna,1611.917211157308
1997,Madhya Pradesh,Neemuch,1469.584326544548
1997,Madhya Pradesh,Ratlam,1465.1955281178061
1997,Madhya Pradesh,Morena,1582.5576741320313
1997,Madhya Pradesh,Bhind,1175.3020576027284
1997,Madhya Pradesh,Shivpuri,1299.418007896808
1997,Madhya Pradesh,Bhopal,2012.4451955077368
1997,Madhya Pradesh,Panna,640.1090878678554
1997,Madhya Pradesh,Vidisha,1168.5732374790255
1997,Madhya Pradesh,Indore,7490.5273861483765
1997,Madhya Pradesh,Balaghat,717.0926865513263
1997,Madhya Pradesh,Gwalior,1640.818124347876
1997,Madhya Pradesh,Sidhi,2382.187593954629
1997,Madhya Pradesh,Dhar,1545.6639908299296
1997,Madhya Pradesh,Shahdol,1556.2619914384643
1997,Madhya Pradesh,Datia,613.2567831561489
1997,Madhya Pradesh,Sagar,1128.1516180457425
1997,Madhya Pradesh,Harda,860.7201802509896
1997,Manipur,Senapati,740.2849329695999
1997,Manipur,Ukhrul,527.4360425758318
1997,Manipur,Churachandpur,649.4344170726972
1997,Manipur,Imphal West,1306.229937122215
1997,Manipur,Thoubal,1077.7512595195424
1997,Manipur,Tamenglong,302.88027921266684
1997,Manipur,Imphal East,1446.2073229095608
1997,Manipur,Bishnupur,1300.7803856560506
1997,Manipur,Chandel,395.792968054092
1997,Meghalaya,West Garo Hills,509.6643899515924
1997,Meghalaya,East Garo Hills,277.2805883890181
1997,Meghalaya,West Khasi Hills,567.4308251074752
1997,Meghalaya,South Garo Hills,532.5733926711243
1997,Meghalaya,East Jaintia Hills,983.7015177187477
1997,Meghalaya,Ri Bhoi,691.9782800779277
1997,Meghalaya,East Khasi Hills,1635.1324250452728
1997,Mizoram,Champhai,381.0859171692991
1997,Mizoram,Lawngtlai,269.1660422312223
1997,Mizoram,Aizawl,725.2797082871933
1997,Mizoram,Saiha,377.3315913838228
1997,Mizoram,Mamit,334.3030414488132
1997,Mizoram,Lunglei,513.1701581569648
1997,Mizoram,Serchhip,599.8237589406722
1997,Mizoram,Kolasib,399.0421671322868
1997,Uttar Pradesh,Jhansi,1516.948100166661
1997,Uttar Pradesh,Mainpuri,1128.287085849916
1997,Uttar Pradesh,Sitapur,852.4732655799562
1997,Uttar Pradesh,Allahabad,3343.857258624241
1997,Uttar Pradesh,Pilibhit,1388.3100108410067
1997,Uttar Pradesh,Bareilly,1708.7795200933456
1997,Uttar Pradesh,Bulandshahr,1712.476699176425
1997,Uttar Pradesh,Aligarh,2079.7780937832067
1997,Uttar Pradesh,Mau,1295.4666915687912
1997,Uttar Pradesh,Pratapgarh,1433.5080756140994
1997,Uttar Pradesh,Mathura,1063.9002646655902
1997,Uttar Pradesh,Kanpur Rural,1036.028624851656
1997,Uttar Pradesh,Muzaffarnagar,3533.5136233012104
1997,Uttar Pradesh,Shahjahanpur,1248.30986023944
1997,Uttar Pradesh,Auraiyya,1304.9758041182874
1997,Uttar Pradesh,Chitrakoot,259.06242877451496
1997,Uttar Pradesh,Moradabad,2254.474681168515
1997,Uttar Pradesh,Sultanpur,960.810735537334
1997,Uttar Pradesh,Meerut,4213.5131727599255
1997,Uttar Pradesh,Fatehpur,918.0767454315946
1997,Uttar Pradesh,Unnao,892.2996796765027
1997,Uttar Pradesh,Hardoi,991.7554064611928
1997,Uttar Pradesh,Bijnor,2225.2821010325224
1997,Uttar Pradesh,Lalitpur,419.58128858936783
1997,Uttar Pradesh,Hamirpur,3194.644240720605
1997,Uttar Pradesh,Kanpur Urban,3558.8290633963647
1997,Uttar Pradesh,Faizabad,853.7770042595666
1997,Uttar Pradesh,Farrukhabad,1574.5624980751513
1997,Uttar Pradesh,Saharanpur,1987.4710210181506
1997,Uttar Pradesh,Rampur,1400.700589205282
1997,Uttar Pradesh,Barabanki,859.9782694426567
1997,Uttar Pradesh,Kaushambi,389.5607810322174
1997,Uttar Pradesh,Lucknow,3964.0976981898243
1997,Uttar Pradesh,Ghaziabad,5566.558570072963
1997,Uttar Pradesh,Gautam Buddh Nagar,2373.052050160988
1997,Uttar Pradesh,Firozabad,1161.9209898546153
1997,Uttar Pradesh,Kheri,1810.592601226838
1997,Uttar Pradesh,Agra,2819.8004388335307
1997,Uttar Pradesh,Etah,1404.8655312222204
1997,Uttar Pradesh,Rae Bareli,710.3925024031981
1997,Uttar Pradesh,Mahoba,435.6170265726997
1997,Uttar Pradesh,Kannauj,934.9863829915512
1997,Uttar Pradesh,Bagpat,854.0939273082856
1997,Uttar Pradesh,Jalaun,1539.1147218058145
1997,Uttarakhand,Udham Singh Nagar,1580.9692035153892
1997,Uttarakhand,Chamoli,319.70981996586505
1997,Uttarakhand,Bageshwar,257.2336483179867
1997,Uttarakhand,Nainital,1900.4843885741682
1997,Uttarakhand,Uttarkashi,332.89380401892544
1997,Uttarakhand,Pauri Garhwal,455.5257178338434
1997,Uttarakhand,Dehradun,1407.8129444324409
1998,Andhra Pradesh,East Godavari,9981.48512686197
1998,Andhra Pradesh,Vizianagaram,782.6395600314752
1998,Andhra Pradesh,Guntur,8458.79622997982
1998,Andhra Pradesh,Kurnool,2365.242096922912
1998,Andhra Pradesh,Visakhapatnam,8329.875792070394
1998,Andhra Pradesh,Prakasam,2527.432366142447
1998,Andhra Pradesh,Krishna,5994.680475509461
1998,Andhra Pradesh,West Godavari,10642.214848678226
1998,Andhra Pradesh,Kadapa,2444.0587997484477
1998,Andhra Pradesh,Anantapur,2241.8855084927573
1998,Andhra Pradesh,Chittoor,3865.3048635844593
1998,Andhra Pradesh,Srikakulam,1051.053006097384
1998,Andhra Pradesh,Nellore,2863.504648260368
1998,Haryana,Kurukshetra,4018.0304522312304
1998,Haryana,Ambala,3017.110314929107
1998,Haryana,Panchkula,2527.2944269886248
1998,Haryana,Fatehabad,2431.7643564893265
1998,Haryana,Sonipat,3373.1486243449563
1998,Haryana,Gurgaon,11326.758544478516
1998,Haryana,Sirsa,1000.3555793538924
1998,Haryana,Bhiwani,2508.933281889245
1998,Haryana,Faridabad,9530.565779309427
1998,Haryana,Panipat,3915.844033644785
1998,Haryana,Yamunanagar,1511.5761271323183
1998,Haryana,Kaithal,1985.7578902404896
1998,Haryana,Jhajjar,1848.0920796975226
1998,Haryana,Jind,1698.069413444035
1998,Haryana,Mahendragarh,1898.0380503021374
1998,Haryana,Hisar,3197.993672724635
1998,Haryana,Rewari,3189.0000270627
1998,Haryana,Karnal,3992.541587896453
1998,Haryana,Rohtak,2653.02944629538
1998,Himachal Pradesh,Mandi,1847.1038602233814
1998,Himachal Pradesh,Una,1046.7823019308867
1998,Himachal Pradesh,Hamirpur,3240.265175381765
1998,Himachal Pradesh,Kangra,1028.681377002403
1998,Himachal Pradesh,Bilaspur,1290.8226893979781
1998,Himachal Pradesh,Kullu,1212.3208314924655
1998,Himachal Pradesh,Kinnaur,678.7296846286008
1998,Himachal Pradesh,Chamba,817.6846817509312
1998,Himachal Pradesh,Solan,1826.0143864511028
1998,Himachal Pradesh,Shimla,1216.1247375371374
1998,Himachal Pradesh,Sirmaur,1534.8030573900562
1998,Madhya Pradesh,Khandwa,1678.6632300058636
1998,Madhya Pradesh,Raisen,1478.1593549496492
1998,Madhya Pradesh,Barwani,903.2853366128617
1998,Madhya Pradesh,Tikamgarh,735.5406705246293
1998,Madhya Pradesh,Sheopur,595.7845363877906
1998,Madhya Pradesh,Hoshangabad,787.4726880633767
1998,Madhya Pradesh,Dindori,291.2948453645302
1998,Madhya Pradesh,Khargone,807.6078461919935
1998,Madhya Pradesh,Chhindwara,1789.0214686399668
1998,Madhya Pradesh,Rewa,1303.5094278362974
1998,Madhya Pradesh,Sehore,1378.073311790891
1998,Madhya Pradesh,Jabalpur,2454.8875132156804
1998,Madhya Pradesh,Dewas,1518.3396507289983
1998,Madhya Pradesh,Mandla,302.7447579196206
1998,Madhya Pradesh,Narsinghpur,2158.604093564088
1998,Madhya Pradesh,Mandsaur,1778.7207435108226
1998,Madhya Pradesh,Seoni,1250.164388998605
1998,Madhya Pradesh,Damoh,1141.0067750563053
1998,Madhya Pradesh,Rajgarh,970.7836727095153
1998,Madhya Pradesh,Betul,1061.232585734403
1998,Madhya Pradesh,Chhatarpur,781.5980047058557
1998,Madhya Pradesh,Jhabua,553.8335880410051
1998,Madhya Pradesh,Satna,1514.6316827610822
1998,Madhya Pradesh,Ujjain,2195.7004333429195
1998,Madhya Pradesh,Umaria,383.6444267250086
1998,Madhya Pradesh,Shajapur,1593.9653164546635
1998,Madhya Pradesh,Katni,1506.6178235312839
1998,Madhya Pradesh,Guna,1653.2591929329376
1998,Madhya Pradesh,Neemuch,1487.5961015517914
1998,Madhya Pradesh,Ratlam,1497.109435319216
1998,Madhya Pradesh,Morena,1562.1167185204592
1998,Madhya Pradesh,Bhind,1295.5798234639958
1998,Madhya Pradesh,Shivpuri,1314.8704373137452
1998,Madhya Pradesh,Bhopal,2102.535740783549
1998,Madhya Pradesh,Panna,636.0484781004351
1998,Madhya Pradesh,Vidisha,1283.7967913498105
1998,Madhya Pradesh,Indore,7343.345606720111
1998,Madhya Pradesh,Balaghat,721.7731071540071
1998,Madhya Pradesh,Gwalior,1747.0475552122991
1998,Madhya Pradesh,Sidhi,2442.7519024740154
1998,Madhya Pradesh,Dhar,1704.3646025462192
1998,Madhya Pradesh,Shahdol,1556.4318769240924
1998,Madhya Pradesh,Datia,673.5044852278393
1998,Madhya Pradesh,Sagar,1221.3262765569584
1998,Madhya Pradesh,Harda,908.2387048142343
1998,Manipur,Senapati,743.1915943342411
1998,Manipur,Ukhrul,553.5434821016388
1998,Manipur,Churachandpur,725.3192938883707
1998,Manipur,Imphal West,1369.3014423370273
1998,Manipur,Thoubal,1110.2543357495654
1998,Manipur,Tamenglong,304.47471322694656
1998,Manipur,Imphal East,1562.4407311807129
1998,Manipur,Bishnupur,1447.8500306081394
1998,Manipur,Chandel,406.0106231294753
1998,Meghalaya,West Garo Hills,517.8801718400863
1998,Meghalaya,East Garo Hills,268.2128436870746
1998,Meghalaya,West Khasi Hills,615.2414414008132
1998,Meghalaya,South Garo Hills,594.9591794317603
1998,Meghalaya,East Jaintia Hills,992.9794609588761
1998,Meghalaya,Ri Bhoi,699.9320510088469
1998,Meghalaya,East Khasi Hills,1732.5952643908365
1998,Mizoram,Champhai,385.4746290696941
1998,Mizoram,Lawngtlai,285.62105663323297
1998,Mizoram,Aizawl,740.3980713591458
1998,Mizoram,Saiha,421.95584527321745
1998,Mizoram,Mamit,330.48610652898924
1998,Mizoram,Lunglei,572.2451972208669
1998,Mizoram,Serchhip,607.3742873244173
1998,Mizoram,Kolasib,426.638224741925
1998,Uttar Pradesh,Jhansi,1627.6354274353373
1998,Uttar Pradesh,Mainpuri,1165.1978495539686
1998,Uttar Pradesh,Sitapur,821.917391622372
1998,Uttar Pradesh,Allahabad,3807.3106750155603
1998,Uttar Pradesh,Pilibhit,1536.3954542820086
1998,Uttar Pradesh,Bareilly,1737.5384428384327
1998,Uttar Pradesh,Bulandshahr,1809.46641461906
1998,Uttar Pradesh,Aligarh,2212.3246008760448
1998,Uttar Pradesh,Mau,1358.1519114085395
1998,Uttar Pradesh,Pratapgarh,1472.5067774775516
1998,Uttar Pradesh,Mathura,1047.8111756821363
1998,Uttar Pradesh,Kanpur Rural,1044.294326410677
1998,Uttar Pradesh,Muzaffarnagar,3883.28101472991
1998,Uttar Pradesh,Shahjahanpur,1381.4771305085699
1998,Uttar Pradesh,Auraiyya,1404.9728805307236
1998,Uttar Pradesh,Chitrakoot,280.44629101944423
1998,Uttar Pradesh,Moradabad,2271.618229834368
1998,Uttar Pradesh,Sultanpur,977.5679897690378
1998,Uttar Pradesh,Meerut,4239.163184334883
1998,Uttar Pradesh,Fatehpur,1005.4131478952247
1998,Uttar Pradesh,Unnao,939.8468179813497
1998,Uttar Pradesh,Hardoi,992.7410310885437
1998,Uttar Pradesh,Bijnor,2426.0640226018445
1998,Uttar Pradesh,Lalitpur,453.4322064372968
1998,Uttar Pradesh,Hamirpur,3240.265175381765
1998,Uttar Pradesh,Kanpur Urban,3903.808756335264
1998,Uttar Pradesh,Faizabad,943.0942738017853
1998,Uttar Pradesh,Farrukhabad,1590.9407327384392
1998,Uttar Pradesh,Saharanpur,2279.865504712991
1998,Uttar Pradesh,Rampur,1479.773743877062
1998,Uttar Pradesh,Barabanki,737.0597007729407
1998,Uttar Pradesh,Kaushambi,420.8748399586204
1998,Uttar Pradesh,Lucknow,4455.265713768827
1998,Uttar Pradesh,Ghaziabad,5671.4384740338655
1998,Uttar Pradesh,Gautam Buddh Nagar,2494.242441161073
1998,Uttar Pradesh,Firozabad,1255.7171082829673
1998,Uttar Pradesh,Kheri,1883.713853015091
1998,Uttar Pradesh,Agra,2805.0953088459028
1998,Uttar Pradesh,Etah,1542.9331522293826
1998,Uttar Pradesh,Rae Bareli,697.5066736222633
1998,Uttar Pradesh,Mahoba,483.94898160247794
1998,Uttar Pradesh,Kannauj,1000.3664989514052
1998,Uttar Pradesh,Bagpat,877.5211744044385
1998,Uttar Pradesh,Jalaun,1559.3057482981205
1998,Uttarakhand,Udham Singh Nagar,1690.50527419422
1998,Uttarakhand,Chamoli,322.72169316773824
1998,Uttarakhand,Bageshwar,271.89163808430243
1998,Uttarakhand,Nainital,1866.7448696758304
1998,Uttarakhand,Uttarkashi,356.63088987383173
1998,Uttarakhand,Pauri Garhwal,457.1795370187382
1998,Uttarakhand,Dehradun,1558.6080497493303
1999,Andhra Pradesh,East Godavari,10919.214988131693
1999,Andhra Pradesh,Vizianagaram,848.9631067948386
1999,Andhra Pradesh,Guntur,8808.768292249493
1999,Andhra Pradesh,Kurnool,2685.252838224324
1999,Andhra Pradesh,Visakhapatnam,9213.963702982111
1999,Andhra Pradesh,Prakasam,2790.5277856575885
1999,Andhra Pradesh,Krishna,6384.7376812081075
1999,Andhra Pradesh,West Godavari,10785.003898843528
1999,Andhra Pradesh,Kadapa,2580.116371657204
1999,Andhra Pradesh,Anantapur,2311.6406361763793
1999,Andhra Pradesh,Chittoor,4298.470653484948
1999,Andhra Pradesh,Srikakulam,1073.7236277287075
1999,Andhra Pradesh,Nellore,3202.8146345390774
1999,Haryana,Kurukshetra,4447.005914285373
1999,Haryana,Ambala,3139.2997539793428
1999,Haryana,Panchkula,2496.1490100349274
1999,Haryana,Fatehabad,2484.351732601985
1999,Haryana,Sonipat,3374.916453760225
1999,Haryana,Gurgaon,11847.003307493042
1999,Haryana,Sirsa,1058.7449351300934
1999,Haryana,Bhiwani,2857.5719661913317
1999,Haryana,Faridabad,10751.504295353932
1999,Haryana,Panipat,4005.3313249328203
1999,Haryana,Yamunanagar,1665.1037727258267
1999,Haryana,Kaithal,2027.5933622892085
1999,Haryana,Jhajjar,2016.0510364041327
1999,Haryana,Jind,1751.8598539893494
1999,Haryana,Mahendragarh,2191.462279284024
1999,Haryana,Hisar,3481.977093987053
1999,Haryana,Rewari,3559.372962334415
1999,Haryana,Karnal,3915.715803718839
1999,Haryana,Rohtak,2637.350916990981
1999,Himachal Pradesh,Mandi,1880.8168447376154
1999,Himachal Pradesh,Una,1104.3438573370638
1999,Himachal Pradesh,Hamirpur,3333.9438745418706
1999,Himachal Pradesh,Kangra,1132.989250735461
1999,Himachal Pradesh,Bilaspur,1393.4416301047454
1999,Himachal Pradesh,Kullu,1235.930997440023
1999,Himachal Pradesh,Kinnaur,671.0388237354672
1999,Himachal Pradesh,Chamba,880.5052184482236
1999,Himachal Pradesh,Solan,1902.3938904176728
1999,Himachal Pradesh,Shimla,1360.4220498818754
1999,Himachal Pradesh,Sirmaur,1555.990213230276
1999,Madhya Pradesh,Khandwa,1844.726234343975
1999,Madhya Pradesh,Raisen,1639.7617387354671
1999,Madhya Pradesh,Barwani,919.0794336244321
1999,Madhya Pradesh,Tikamgarh,838.4641974534449
1999,Madhya Pradesh,Sheopur,667.8892369563281
1999,Madhya Pradesh,Hoshangabad,858.1028718241333
1999,Madhya Pradesh,Dindori,295.7934924783812
1999,Madhya Pradesh,Khargone,831.9547923780707
1999,Madhya Pradesh,Chhindwara,1949.546639614332
1999,Madhya Pradesh,Rewa,1402.3681437948185
1999,Madhya Pradesh,Sehore,1530.5702988983844
1999,Madhya Pradesh,Jabalpur,2696.3259659065925
1999,Madhya Pradesh,Dewas,1615.2990195769476
1999,Madhya Pradesh,Mandla,336.21699827783067
1999,Madhya Pradesh,Narsinghpur,2384.1386280943025
1999,Madhya Pradesh,Mandsaur,1747.0475552122991
1999,Madhya Pradesh,Seoni,1231.3660004115054
1999,Madhya Pradesh,Damoh,1155.6850008291133
1999,Madhya Pradesh,Rajgarh,962.1646250505844
1999,Madhya Pradesh,Betul,1163.5709672235241
1999,Madhya Pradesh,Chhatarpur,856.6709541750647
1999,Madhya Pradesh,Jhabua,572.9890056171548
1999,Madhya Pradesh,Satna,1682.8278700145395
1999,Madhya Pradesh,Ujjain,2422.9147007610213
1999,Madhya Pradesh,Umaria,403.41302722327634
1999,Madhya Pradesh,Shajapur,1748.9556135142373
1999,Madhya Pradesh,Katni,1655.1732194488266
1999,Madhya Pradesh,Guna,1786.8356305495047
1999,Madhya Pradesh,Neemuch,1687.4448539307143
1999,Madhya Pradesh,Ratlam,1634.7754931293994
1999,Madhya Pradesh,Morena,1696.2168704654987
1999,Madhya Pradesh,Bhind,1388.173628703114
1999,Madhya Pradesh,Shivpuri,1464.5878984441126
1999,Madhya Pradesh,Bhopal,2227.712468754545
1999,Madhya Pradesh,Panna,671.1780099254838
1999,Madhya Pradesh,Vidisha,1297.745373265765
1999,Madhya Pradesh,Indore,7408.965371519529
1999,Madhya Pradesh,Balaghat,790.7803955884242
1999,Madhya Pradesh,Gwalior,1911.3233433854598
